id,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,year,prior_cost,cost,icost,prior_reduction,reduction,ireduction,z,diversification,emissions,status,base_emissions,base_vmt,base_ef,units,total_cost,n_years,max_annual_policies,min_annual_policies,min_total_policies,max_total_policies,max_annual_policy_scale,max_total_cost,max_annual_cost,min_annual_cost,min_total_cost,min_emissions_chg,min_annual_emissions_chg,effect_emissions,effect_vmt,effect_ef,geoid,max_abs_diff
1,0,0,100,0,0,0,0,0,100,0,2039,84000000,90000000,0.11655011655011654,100740.7796731297,107936.54964978182,0.45734185715386555,0.286945986851991,0.2888888888888889,224713.35035021818,success,332649.9,860207024.76,3.8670911818327713e-4,30000,10,15,10,0,1,150,100,450000000,30000000,0,0,0,0,7195.769976652121,23558767.676353455,-2.32314167902814e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2040,90000000,96000000,0.12432012432012432,107936.54964978182,115132.31962643395,0.42116464763078987,0.2727423859754571,0.2888888888888889,217876.58037356607,success,333008.9,866182588.3,3.84455776989901e-4,30000,10,16,10,0,1,160,100,480000000,30000000,0,0,0,0,7195.769976652121,23574016.571044922,-2.318811809232102e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2041,96000000,102000000,0.1320901320901321,115132.31962643395,122328.08960308607,0.3849874381077142,0.25853878509892314,0.2888888888888889,212240.41039691394,success,334568.5,872650475.28,3.8339347708789116e-4,30000,10,17,10,0,1,170,100,510000000,30000000,0,0,0,0,7195.769976652121,23640152.33516693,-2.3028245976774997e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2042,102000000,108000000,0.13986013986013987,122328.08960308607,129523.8595797382,0.3488102285846385,0.2443351842223892,0.2888888888888889,206604.24042026183,success,336128.10000000003,879118362.26,3.823468083818614e-4,30000,10,18,10,0,1,180,100,540000000,30000000,0,0,0,0,7195.769976652121,23706162.929534912,-2.2868373861228974e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2043,108000000,114000000,0.14763014763014762,129523.8595797382,136719.6295563903,0.31263301906156293,0.23013158334585526,0.2888888888888889,200968.0704436097,success,337687.7,885586249.24,3.813154283840786e-4,30000,10,19,10,0,1,190,100,570000000,30000000,0,0,0,0,7195.769976652121,23772055.14907837,-2.270850174568295e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2044,114000000,120000000,0.1554001554001554,136719.6295563903,143915.39953304242,0.27645580953848736,0.21592798246932132,0.2888888888888889,195331.90046695762,success,339247.30000000005,892054136.22,3.8029900453971356e-4,30000,10,20,10,0,1,200,100,600000000,30000000,0,0,0,0,7195.769976652121,23837815.403938293,-2.2551960299210805e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2045,120000000,126000000,0.16317016317016317,143915.39953304242,151111.16950969453,0.2402786000154118,0.20172438159278744,0.2888888888888889,189695.7304903055,success,340806.9,898522023.2,3.7929721386933724e-4,30000,10,21,10,0,1,210,100,630000000,30000000,0,0,0,0,7195.769976652121,23903473.019599915,-2.2395418852738658e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2046,126000000,132000000,0.17094017094017094,151111.16950969453,158306.93948634664,0.20410139049233622,0.18752078071625355,0.2888888888888889,184882.9805136534,success,343189.92000000004,904928892.7,3.7924517911682327e-4,30000,10,22,10,0,1,220,100,660000000,30000000,0,0,0,0,7195.769976652121,24003557.682037354,-2.2162272017567375e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2047,132000000,138000000,0.17871017871017872,158306.93948634664,165502.70946299876,0.16792418096926065,0.17331717983971964,0.2888888888888889,180070.23053700125,success,345572.94,911335762.2,3.791938759933808e-4,30000,10,23,10,0,1,230,100,690000000,30000000,0,0,0,0,7195.769976652121,24103345.87097168,-2.192912518239609e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2048,138000000,144000000,0.1864801864801865,165502.70946299876,172698.47943965087,0.13174697144618508,0.15911357896318573,0.2888888888888889,175257.48056034915,success,347955.96,917742631.7,3.791432891762437e-4,30000,10,24,10,0,1,240,100,720000000,30000000,0,0,0,0,7195.769976652121,24202896.237373352,-2.170263968537256e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2049,144000000,150000000,0.19425019425019424,172698.47943965087,179894.24941630298,0.09556976192310951,0.14490997808665185,0.2888888888888889,170444.730583697,success,350338.98,924149501.2,3.790934037675591e-4,30000,10,25,10,0,1,250,100,750000000,30000000,0,0,0,0,7195.769976652121,24302141.547203064,-2.1479484857422904e-6,36109,1
1,0,0,100,0,0,0,0,0,100,0,2050,150000000,156000000,0.20202020202020202,179894.24941630298,187090.0193929551,0.05939255240003394,0.13070637721011794,0.2888888888888889,165631.9806070449,success,352722,930556370.7,3.790442052797608e-4,30000,10,26,10,0,1,260,100,780000000,30000000,0,0,0,0,7195.769976652121,24401129.364967346,-2.1262991367621e-6,36109,1
2,0,0,100,0,0,0,0,0,100,0,2025,0,6000000,0.00777000777000777,0,7195.769976652121,0.9638227904769243,0.48579639912346606,0.2888888888888889,354831.2300233479,success,362027,787066250.4,4.5997017381448123e-4,30000,10,1,10,0,1,10,100,30000000,30000000,0,0,0,0,7195.769976652121,24785090.0888443,-2.0443646775447633e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2026,6000000,12000000,0.01554001554001554,7195.769976652121,14391.539953304242,0.9276455809538487,0.4715927982469321,0.2888888888888889,343638.2200466958,success,358029.76,792534838.66,4.517527085690626e-4,30000,10,2,10,0,1,20,100,60000000,30000000,0,0,0,0,7195.769976652121,24620643.138885498,-2.0786705690056806e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2027,12000000,18000000,0.023310023310023312,14391.539953304242,21587.309929956362,0.8914683714307732,0.4573891973703982,0.2888888888888889,332445.2100700437,success,354032.52,798003426.92,4.4364786924090726e-4,30000,10,3,10,0,1,30,100,90000000,30000000,0,0,0,0,7195.769976652121,24455442.309379578,-2.114308728096148e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2028,18000000,24000000,0.03108003108003108,21587.309929956362,28783.079906608484,0.8552911619076975,0.4431855964938643,0.2888888888888889,321252.20009339147,success,350035.27999999997,803472015.1800001,4.356533561677096e-4,30000,10,4,10,0,1,40,100,120000000,30000000,0,0,0,0,7195.769976652121,24289494.037628174,-2.1509460879087783e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2029,24000000,30000000,0.03885003885003885,28783.079906608484,35978.849883260606,0.8191139523846218,0.42898199561733036,0.2888888888888889,310059.19011673937,success,346038.04,808940603.44,4.2776693187173657e-4,30000,10,5,10,0,1,50,100,150000000,30000000,0,0,0,0,7195.769976652121,24122810.84060669,-2.188582648443571e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2030,30000000,36000000,0.046620046620046623,35978.849883260606,43174.619859912724,0.7829367428615462,0.41477839474079636,0.2888888888888889,298866.18014008726,success,342040.8,814409191.7,4.199864189720441e-4,30000,10,6,10,0,1,60,100,180000000,30000000,0,0,0,0,7195.769976652121,23955332.279205322,-2.2272184097005265e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2031,36000000,42000000,0.05439005439005439,43174.619859912724,50370.38983656484,0.7467595333384707,0.4005747938642625,0.2888888888888889,289505.03016343515,success,339875.42,818788307.48,4.15095595400038e-4,30000,10,7,10,0,1,70,100,210000000,30000000,0,0,0,0,7195.769976652121,23864279.15096283,-2.248867758680717e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2032,42000000,48000000,0.06216006216006216,50370.38983656484,57566.15981321696,0.710582323815395,0.3863711929877286,0.2888888888888889,280143.88018678303,success,337710.04,823167423.26,4.102568085876902e-4,30000,10,8,10,0,1,80,100,240000000,30000000,0,0,0,0,7195.769976652121,23772994.995117188,-2.2705171076609076e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2033,48000000,54000000,0.06993006993006994,57566.15981321696,64761.92978986908,0.6744051142923193,0.37216759211119466,0.2888888888888889,270782.730210131,success,335544.66000000003,827546539.0400001,4.054692324485466e-4,30000,10,9,10,0,1,90,100,270000000,30000000,0,0,0,0,7195.769976652121,23681483.030319214,-2.2924995235484857e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2034,54000000,60000000,0.0777000777000777,64761.92978986908,71957.6997665212,0.6382279047692438,0.35796399123466066,0.2888888888888889,261421.58023347883,success,333379.28,831925654.82,4.0073205828966986e-4,30000,10,10,10,0,1,100,100,300000000,30000000,0,0,0,0,7195.769976652121,23589719.653129578,-2.315148073250839e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2035,60000000,66000000,0.08547008547008547,71957.6997665212,79153.46974317332,0.6020506952461682,0.34376039035812683,0.2888888888888889,252060.4302568267,success,331213.9,836304770.6,3.9604449435625403e-4,30000,10,11,10,0,1,110,100,330000000,30000000,0,0,0,0,7195.769976652121,23497736.33480072,-2.3381296898605797e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2036,66000000,72000000,0.09324009324009325,79153.46974317332,86349.23971982545,0.5658734857230925,0.3295567894815929,0.2888888888888889,245223.66028017458,success,331572.9,842280334.14,3.9366097789585516e-4,30000,10,12,10,0,1,120,100,360000000,30000000,0,0,0,0,7195.769976652121,23512999.534606934,-2.334132886971929e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2037,72000000,78000000,0.10101010101010101,86349.23971982545,93545.00969647757,0.5296962762000168,0.3153531886050589,0.2888888888888889,238386.89030352246,success,331931.9,848255897.68,3.913110429386246e-4,30000,10,13,10,0,1,130,100,390000000,30000000,0,0,0,0,7195.769976652121,23528273.820877075,-2.330469150990666e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2038,78000000,84000000,0.10878010878010878,93545.00969647757,100740.7796731297,0.4935190666769411,0.30114958772852496,0.2888888888888889,231550.12032687032,success,332290.9,854231461.22,3.889939847514248e-4,30000,10,14,10,0,1,140,100,420000000,30000000,0,0,0,0,7195.769976652121,23543514.847755432,-2.326805415009403e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2039,84000000,90000000,0.11655011655011654,100740.7796731297,107936.54964978182,0.45734185715386555,0.286945986851991,0.2888888888888889,224713.35035021818,success,332649.9,860207024.76,3.8670911818327713e-4,30000,10,15,10,0,1,150,100,450000000,30000000,0,0,0,0,7195.769976652121,23558767.676353455,-2.32314167902814e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2040,90000000,96000000,0.12432012432012432,107936.54964978182,115132.31962643395,0.42116464763078987,0.2727423859754571,0.2888888888888889,217876.58037356607,success,333008.9,866182588.3,3.84455776989901e-4,30000,10,16,10,0,1,160,100,480000000,30000000,0,0,0,0,7195.769976652121,23574016.571044922,-2.318811809232102e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2041,96000000,102000000,0.1320901320901321,115132.31962643395,122328.08960308607,0.3849874381077142,0.25853878509892314,0.2888888888888889,212240.41039691394,success,334568.5,872650475.28,3.8339347708789116e-4,30000,10,17,10,0,1,170,100,510000000,30000000,0,0,0,0,7195.769976652121,23640152.33516693,-2.3028245976774997e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2042,102000000,108000000,0.13986013986013987,122328.08960308607,129523.8595797382,0.3488102285846385,0.2443351842223892,0.2888888888888889,206604.24042026183,success,336128.10000000003,879118362.26,3.823468083818614e-4,30000,10,18,10,0,1,180,100,540000000,30000000,0,0,0,0,7195.769976652121,23706162.929534912,-2.2868373861228974e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2043,108000000,114000000,0.14763014763014762,129523.8595797382,136719.6295563903,0.31263301906156293,0.23013158334585526,0.2888888888888889,200968.0704436097,success,337687.7,885586249.24,3.813154283840786e-4,30000,10,19,10,0,1,190,100,570000000,30000000,0,0,0,0,7195.769976652121,23772055.14907837,-2.270850174568295e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2044,114000000,120000000,0.1554001554001554,136719.6295563903,143915.39953304242,0.27645580953848736,0.21592798246932132,0.2888888888888889,195331.90046695762,success,339247.30000000005,892054136.22,3.8029900453971356e-4,30000,10,20,10,0,1,200,100,600000000,30000000,0,0,0,0,7195.769976652121,23837815.403938293,-2.2551960299210805e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2045,120000000,126000000,0.16317016317016317,143915.39953304242,151111.16950969453,0.2402786000154118,0.20172438159278744,0.2888888888888889,189695.7304903055,success,340806.9,898522023.2,3.7929721386933724e-4,30000,10,21,10,0,1,210,100,630000000,30000000,0,0,0,0,7195.769976652121,23903473.019599915,-2.2395418852738658e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2046,126000000,132000000,0.17094017094017094,151111.16950969453,158306.93948634664,0.20410139049233622,0.18752078071625355,0.2888888888888889,184882.9805136534,success,343189.92000000004,904928892.7,3.7924517911682327e-4,30000,10,22,10,0,1,220,100,660000000,30000000,0,0,0,0,7195.769976652121,24003557.682037354,-2.2162272017567375e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2047,132000000,138000000,0.17871017871017872,158306.93948634664,165502.70946299876,0.16792418096926065,0.17331717983971964,0.2888888888888889,180070.23053700125,success,345572.94,911335762.2,3.791938759933808e-4,30000,10,23,10,0,1,230,100,690000000,30000000,0,0,0,0,7195.769976652121,24103345.87097168,-2.192912518239609e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2048,138000000,144000000,0.1864801864801865,165502.70946299876,172698.47943965087,0.13174697144618508,0.15911357896318573,0.2888888888888889,175257.48056034915,success,347955.96,917742631.7,3.791432891762437e-4,30000,10,24,10,0,1,240,100,720000000,30000000,0,0,0,0,7195.769976652121,24202896.237373352,-2.170263968537256e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2049,144000000,150000000,0.19425019425019424,172698.47943965087,179894.24941630298,0.09556976192310951,0.14490997808665185,0.2888888888888889,170444.730583697,success,350338.98,924149501.2,3.790934037675591e-4,30000,10,25,10,0,1,250,100,750000000,30000000,0,0,0,0,7195.769976652121,24302141.547203064,-2.1479484857422904e-6,36109,0.5
2,0,0,100,0,0,0,0,0,100,0,2050,150000000,156000000,0.20202020202020202,179894.24941630298,187090.0193929551,0.05939255240003394,0.13070637721011794,0.2888888888888889,165631.9806070449,success,352722,930556370.7,3.790442052797608e-4,30000,10,26,10,0,1,260,100,780000000,30000000,0,0,0,0,7195.769976652121,24401129.364967346,-2.1262991367621e-6,36109,0.5
3,0,0,100,0,0,0,0,0,75,10,2025,0,5550000,0.007187257187257187,0,7009.990479529934,0.9647568091871234,0.48597203318719023,0.25,355017.00952047005,success,362027,787066250.4,4.5997017381448123e-4,30000,10,1,10,0,1,10,100,30000000,30000000,0,0,0,0,7009.990479529934,23933342.09918976,-1.6604051467083991e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2026,5550000,11100000,0.014374514374514374,7009.990479529934,14019.980959059869,0.9295136183742466,0.4719440663743805,0.25,344009.77904094016,success,358029.76,792534838.66,4.517527085690626e-4,30000,10,2,10,0,1,20,100,60000000,30000000,0,0,0,0,7009.990479529934,23774544.954299927,-1.6882661935113674e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2027,11100000,16650000,0.02156177156177156,14019.980959059869,21029.971438589804,0.89427042756137,0.45791609956157076,0.25,333002.5485614102,success,354032.52,798003426.92,4.4364786924090726e-4,30000,10,3,10,0,1,30,100,90000000,30000000,0,0,0,0,7009.990479529934,23615022.093057632,-1.7171930544179759e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2028,16650000,22200000,0.028749028749028748,21029.971438589804,28039.961918119738,0.8590272367484932,0.443888132748761,0.25,321995.3180818802,success,350035.27999999997,803472015.1800001,4.356533561677096e-4,30000,10,4,10,0,1,40,100,120000000,30000000,0,0,0,0,7009.990479529934,23454777.44936943,-1.7469692359384226e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2029,22200000,27750000,0.035936285936285936,28039.961918119738,35049.95239764967,0.8237840459356166,0.4298601659359512,0.25,310988.0876023503,success,346038.04,808940603.44,4.2776693187173657e-4,30000,10,5,10,0,1,50,100,150000000,30000000,0,0,0,0,7009.990479529934,23293821.215629578,-1.77752812469123e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2030,27750000,33300000,0.04312354312354312,35049.95239764967,42059.94287717961,0.78854085512274,0.4158321991231415,0.25,299980.8571228204,success,342040.8,814409191.7,4.199864189720441e-4,30000,10,6,10,0,1,60,100,180000000,30000000,0,0,0,0,7009.990479529934,23132099.03240204,-1.808903027367137e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2031,33300000,38850000,0.05031080031080031,42059.94287717961,49069.933356709545,0.7532976643098632,0.4018042323103318,0.25,290805.48664329044,success,339875.42,818788307.48,4.15095595400038e-4,30000,10,7,10,0,1,70,100,210000000,30000000,0,0,0,0,7009.990479529934,23044175.32682419,-1.82647230673183e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2032,38850000,44400000,0.057498057498057496,49069.933356709545,56079.92383623948,0.7180544734969865,0.387776265497522,0.25,281630.1161637605,success,337710.04,823167423.26,4.102568085876902e-4,30000,10,8,10,0,1,80,100,240000000,30000000,0,0,0,0,7009.990479529934,22956027.47797966,-1.8440748927872619e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2033,44400000,49950000,0.06468531468531469,56079.92383623948,63089.91431576942,0.6828112826841098,0.3737482986847122,0.25,272454.7456842306,success,335544.66000000003,827546539.0400001,4.054692324485466e-4,30000,10,9,10,0,1,90,100,270000000,30000000,0,0,0,0,7009.990479529934,22867660.224437714,-1.8619272790232344e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2034,49950000,55500000,0.07187257187257187,63089.91431576942,70099.90479529936,0.6475680918712332,0.3597203318719025,0.25,263279.3752047007,success,333379.28,831925654.82,4.0073205828966986e-4,30000,10,10,10,0,1,100,100,300000000,30000000,0,0,0,0,7009.990479529934,22779051.21445656,-1.880312572311027e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2035,55500000,61050000,0.07905982905982906,70099.90479529936,77109.8952748293,0.6123249010583565,0.3456923650590928,0.25,254104.00472517073,success,331213.9,836304770.6,3.9604449435625403e-4,30000,10,11,10,0,1,110,100,330000000,30000000,0,0,0,0,7009.990479529934,22690227.895975113,-1.898980972470099e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2036,61050000,66600000,0.08624708624708624,77109.8952748293,84119.88575435923,0.5770817102454797,0.33166439824628297,0.25,247453.01424564078,success,331572.9,842280334.14,3.9366097789585516e-4,30000,10,12,10,0,1,120,100,360000000,30000000,0,0,0,0,7009.990479529934,22704967.707395554,-1.8957502234684398e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2037,66600000,72150000,0.09343434343434344,84119.88575435923,91129.87623388917,0.5418385194326031,0.3176364314334732,0.25,240802.02376611085,success,331931.9,848255897.68,3.913110429386246e-4,30000,10,13,10,0,1,130,100,390000000,30000000,0,0,0,0,7009.990479529934,22719715.297222137,-1.8927692746473213e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2038,72150000,77700000,0.10062160062160062,91129.87623388917,98139.8667134191,0.5065953286197264,0.3036084646206635,0.25,234151.03328658093,success,332290.9,854231461.22,3.889939847514248e-4,30000,10,14,10,0,1,140,100,420000000,30000000,0,0,0,0,7009.990479529934,22734433.56156349,-1.8897883258262027e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2039,77700000,83250000,0.10780885780885781,98139.8667134191,105149.85719294904,0.4713521378068497,0.2895804978078538,0.25,227500.04280705098,success,332649.9,860207024.76,3.8670911818327713e-4,30000,10,15,10,0,1,150,100,450000000,30000000,0,0,0,0,7009.990479529934,22749162.018299103,-1.8868073770050842e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2040,83250000,88800000,0.11499611499611499,105149.85719294904,112159.84767247898,0.43610894699397307,0.275552530995044,0.25,220849.05232752103,success,333008.9,866182588.3,3.84455776989901e-4,30000,10,16,10,0,1,160,100,480000000,30000000,0,0,0,0,7009.990479529934,22763886.898756027,-1.8832935211321455e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2041,88800000,94350000,0.12218337218337218,112159.84767247898,119169.83815200892,0.4008657561810963,0.26152456418223424,0.25,215398.66184799108,success,334568.5,872650475.28,3.8339347708789116e-4,30000,10,17,10,0,1,170,100,510000000,30000000,0,0,0,0,7009.990479529934,22827749.66955185,-1.8703039117440312e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2042,94350000,99900000,0.12937062937062938,119169.83815200892,126179.82863153885,0.3656225653682197,0.2474965973694245,0.25,209948.2713684612,success,336128.10000000003,879118362.26,3.823468083818614e-4,30000,10,18,10,0,1,180,100,540000000,30000000,0,0,0,0,7009.990479529934,22891491.919755936,-1.8573143023559169e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2043,99900000,105450000,0.13655788655788656,126179.82863153885,133189.8191110688,0.33037937455534294,0.2334686305566148,0.25,204497.88088893122,success,337687.7,885586249.24,3.813154283840786e-4,30000,10,19,10,0,1,190,100,570000000,30000000,0,0,0,0,7009.990479529934,22955120.17607689,-1.8443246929678025e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2044,105450000,111000000,0.14374514374514374,133189.8191110688,140199.8095905987,0.2951361837424663,0.21944066374380503,0.25,199047.49040940133,success,339247.30000000005,892054136.22,3.8029900453971356e-4,30000,10,20,10,0,1,200,100,600000000,30000000,0,0,0,0,7009.990479529934,23018622.010946274,-1.8316181904509676e-6,36109,0.25
3,0,0,100,0,0,0,0,0,75,10,2045,111000000,116550000,0.15093240093240093,140199.8095905987,147209.80007012864,0.2598929929295898,0.2054126969309953,0.25,193597.0999298714,success,340806.9,898522023.2,3.7929721386933724e-4,30000,10,21,10,0,1,210,100,630000000,30000000,0,0,0,0,7009.990479529934,23082022.547721863,-1.8189116879341327e-6,36109,0.25
