geoid,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,year,units,prior_cost,cost,icost,prior_reduction,reduction,ireduction,z,diversification,emissions,status,base_emissions,base_vmt,base_ef,total_cost,n_years,max_annual_policies,min_annual_policies,min_total_policies,max_total_policies,max_annual_policy_scale,max_total_cost,max_annual_cost,min_annual_cost,min_total_cost,min_emissions_chg,min_annual_emissions_chg,effect_emissions,effect_vmt,effect_ef
36029,0,0,10,0,0,0,0,0,0,0,2047,30000,6600000,6900000,0.008935508935508936,13654.584636243402,14275.247574254467,0.9927533119268673,0.5008444104311881,0.1,3365900.2124257456,success,3380175.46,8938394617.66,3.78163596997791e-4,10,23,10,0,1,230,100,690000000,30000000,0,0,0,0,NA,NA,NA
36029,0,0,10,0,0,0,0,0,0,0,2048,30000,6900000,7200000,0.009324009324009324,14275.247574254467,14895.910512265531,0.9924382385323832,0.5008811239281963,0.1,3388332.1294877343,success,3403228.04,9002466961.539999,3.780328275059651e-4,10,24,10,0,1,240,100,720000000,30000000,0,0,0,0,NA,NA,NA
36029,0,0,10,0,0,0,0,0,0,0,2049,30000,7200000,7500000,0.009712509712509712,14895.910512265531,15516.573450276595,0.9921231651378992,0.5009178374252045,0.1,3410764.0465497235,success,3426280.62,9066539305.42,3.7790390628448064e-4,10,25,10,0,1,250,100,750000000,30000000,0,0,0,0,NA,NA,NA
36029,0,0,10,0,0,0,0,0,0,0,2050,30000,7500000,7800000,0.010101010101010102,15516.573450276595,16137.23638828766,0.9918080917434152,0.5009545509222126,0.1,3433195.9636117127,success,3449333.2,9130611649.3,3.777767944236731e-4,10,26,10,0,1,260,100,780000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2025,30000,0,5700000,0.007381507381507382,0,6418.138304300866,0.9661541203923313,0.4867678138869193,0.1,344703.66169569915,success,351121.8,691773296.7,5.07567727281428e-4,10,1,10,0,1,10,100,30000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2026,30000,5700000,11400000,0.014763014763014764,6418.138304300866,12836.276608601733,0.9323082407846626,0.4735356277738386,0.1,334265.02339139825,success,347101.3,696549443.44,4.983153791435035e-4,10,2,10,0,1,20,100,60000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2027,30000,11400000,17100000,0.022144522144522144,12836.276608601733,19254.414912902597,0.8984623611769939,0.460303441660758,0.1,323826.3850870974,success,343080.8,701325590.1800001,4.891890511394942e-4,10,3,10,0,1,30,100,90000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2028,30000,17100000,22800000,0.029526029526029528,19254.414912902597,25672.553217203465,0.8646164815693251,0.4470712555476773,0.1,313387.7467827965,success,339060.3,706101736.92,4.801861860289049e-4,10,4,10,0,1,40,100,120000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2029,30000,22800000,28500000,0.036907536907536904,25672.553217203465,32090.691521504334,0.8307706019616564,0.43383906943459666,0.1,302949.1084784957,success,335039.8,710877883.66,4.713042952961573e-4,10,5,10,0,1,50,100,150000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2030,30000,28500000,34200000,0.04428904428904429,32090.691521504334,38508.8298258052,0.7969247223539877,0.42060688332151597,0.1,292510.4701741948,success,331019.3,715654030.4,4.62540956857301e-4,10,6,10,0,1,60,100,180000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2031,30000,34200000,39900000,0.05167055167055167,38508.8298258052,44926.96813010607,0.7630788427463189,0.4073746972084353,0.1,283873.8718698939,success,328800.83999999997,719437517.98,4.57024872602127e-4,10,7,10,0,1,70,100,210000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2032,30000,39900000,45600000,0.059052059052059055,44926.96813010607,51345.10643440694,0.7292329631386502,0.3941425110953546,0.1,275237.27356559306,success,326582.38,723221005.56,4.5156650247889685e-4,10,8,10,0,1,80,100,240000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2033,30000,45600000,51300000,0.06643356643356643,51345.10643440694,57763.24473870781,0.6953870835309814,0.3809103249822739,0.1,266600.6752612922,success,324363.92,727004493.14,4.461649454173826e-4,10,9,10,0,1,90,100,270000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2034,30000,51300000,57000000,0.07381507381507381,57763.24473870781,64181.383043008675,0.6615412039233127,0.36767813886919326,0.1,257964.07695699134,success,322145.46,730787980.7199999,4.408193190076965e-4,10,10,10,0,1,100,100,300000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2035,30000,57000000,62700000,0.0811965811965812,64181.383043008675,70599.52134730954,0.627695324315644,0.35444595275611257,0.1,249327.47865269048,success,319927,734571468.3,4.355287590197301e-4,10,11,10,0,1,110,100,330000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2036,30000,62700000,68400000,0.08857808857808858,70599.52134730954,77017.6596516104,0.5938494447079753,0.34121376664303193,0.1,243142.96034838958,success,320160.62,739647864.28,4.328554646901549e-4,10,12,10,0,1,120,100,360000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2037,30000,68400000,74100000,0.09595959595959595,77017.6596516104,83435.79795591127,0.5600035651003066,0.32798158052995124,0.1,236958.44204408873,success,320394.24,744724260.26,4.302186152605572e-4,10,13,10,0,1,130,100,390000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2038,30000,74100000,79800000,0.10334110334110334,83435.79795591127,89853.93626021214,0.52615768549263775,0.31474939441687055,0.1,230773.92373978783,success,320627.86,749800656.24,4.2761747049921466e-4,10,14,10,0,1,140,100,420000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2039,30000,79800000,85500000,0.11072261072261072,89853.93626021214,96272.07456451301,0.49231180588496914,0.30151720830378986,0.1,224589.405435487,success,320861.48,754877052.22,4.2505131008604123e-4,10,15,10,0,1,150,100,450000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2040,30000,85500000,91200000,0.11810411810411811,96272.07456451301,102690.21286881388,0.4584659262773003,0.28828502219070923,0.1,218404.8871311861,success,321095.1,759953448.2,4.2251943294755085e-4,10,16,10,0,1,160,100,480000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2041,30000,91200000,96900000,0.12548562548562547,102690.21286881388,109108.35117311474,0.4246200466696316,0.27505283607762854,0.1,213416.30882688524,success,322524.66,765473711.74,4.2133995596905404e-4,10,17,10,0,1,170,100,510000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2042,30000,96900000,102600000,0.13286713286713286,109108.35117311474,115526.48947741561,0.3907741670619629,0.26182064996454785,0.1,208427.73052258434,success,323954.22,770993975.28,4.201773689377408e-4,10,18,10,0,1,180,100,540000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2043,30000,102600000,108300000,0.14024864024864026,115526.48947741561,121944.62778171648,0.35692828745429417,0.24858846385146724,0.1,203439.15221828356,success,325383.78,776514238.82,4.190313116401535e-4,10,19,10,0,1,190,100,570000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2044,30000,108300000,114000000,0.14763014763014762,121944.62778171648,128362.76608601735,0.32308240784662545,0.23535627773838655,0.1,198450.57391398266,success,326813.34,782034502.36,4.179014340336042e-4,10,20,10,0,1,200,100,600000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2045,30000,114000000,119700000,0.155011655011655,128362.76608601735,134780.9043903182,0.28923652823895674,0.22212409162530586,0.1,193461.99560968182,success,328242.9,787554765.9,4.1678739588972124e-4,10,21,10,0,1,210,100,630000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2046,30000,119700000,125400000,0.1623931623931624,134780.9043903182,141199.04269461907,0.255390648631288,0.20889190551222522,0.1,189336.47730538095,success,330535.52,793184126.3,4.1671978679384727e-4,10,22,10,0,1,220,100,660000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2047,30000,125400000,131100000,0.16977466977466976,141199.04269461907,147617.18099891994,0.2215447690236193,0.19565971939914453,0.1,185210.95900108007,success,332828.14,798813486.6999999,4.1665313060118125e-4,10,23,10,0,1,230,100,690000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2048,30000,131100000,136800000,0.17715617715617715,147617.18099891994,154035.3193032208,0.1876988894159506,0.18242753328606387,0.1,181085.4406967792,success,335120.76,804442847.1,4.165874073069373e-4,10,24,10,0,1,240,100,720000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2049,30000,136800000,142500000,0.18453768453768454,154035.3193032208,160453.45760752168,0.15385300980828187,0.1691953471729832,0.1,176959.92239247833,success,337413.38,810072207.5,4.1652259746239966e-4,10,25,10,0,1,250,100,750000000,30000000,0,0,0,0,NA,NA,NA
36031,10,10,100,10,10,10,10,10,10,10,2050,30000,142500000,148200000,0.1919191919191919,160453.45760752168,166871.59591182254,0.12000713020061315,0.15596316105990254,0.1,172834.40408817746,success,339706,815701567.9,4.1645868215573406e-4,10,26,10,0,1,260,100,780000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2025,30000,0,5700000,0.007381507381507382,0,6418.138304300866,0.9493713097836308,0.4783764085825691,0.1,227656.56169569914,success,234074.7,508137403.5,4.6065237155878844e-4,10,1,10,0,1,10,100,30000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2026,30000,5700000,11400000,0.014763014763014764,6418.138304300866,12836.276608601733,0.8987426195672615,0.45675281716513816,0.1,218670.56339139826,success,231506.84,511615044.46,4.5250201788798273e-4,10,2,10,0,1,20,100,60000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2027,30000,11400000,17100000,0.022144522144522144,12836.276608601733,19254.414912902597,0.8481139293508924,0.43512922574770724,0.1,209684.5650870974,success,228938.98,515092685.42,4.444617182115993e-4,10,3,10,0,1,30,100,90000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2028,30000,17100000,22800000,0.029526029526029528,19254.414912902597,25672.553217203465,0.7974852391345231,0.4135056343302763,0.1,200698.56678279652,success,226371.12,518570326.38,4.365292583943935e-4,10,4,10,0,1,40,100,120000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2029,30000,22800000,28500000,0.036907536907536904,25672.553217203465,32090.691521504334,0.7468565489181539,0.3918820429128454,0.1,191712.56847849567,success,223803.26,522047967.34000003,4.287024832992811e-4,10,5,10,0,1,50,100,150000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2030,30000,28500000,34200000,0.04428904428904429,32090.691521504334,38508.8298258052,0.6962278587017847,0.3702584514954145,0.1,182726.57017419479,success,221235.4,525525608.3,4.209792948352503e-4,10,6,10,0,1,60,100,180000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2031,30000,34200000,39900000,0.05167055167055167,38508.8298258052,44926.96813010607,0.6455991684854154,0.34863486007798355,0.1,174900.2318698939,success,219827.19999999998,528231486.72,4.161569416563839e-4,10,7,10,0,1,70,100,210000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2032,30000,39900000,45600000,0.059052059052059055,44926.96813010607,51345.10643440694,0.5949704782690461,0.32701126866055263,0.1,167073.89356559305,success,218419,530937365.14,4.113837419267078e-4,10,8,10,0,1,80,100,240000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2033,30000,45600000,51300000,0.06643356643356643,51345.10643440694,57763.24473870781,0.544341788052677,0.30538767724312166,0.1,159247.55526129217,success,217010.8,533643243.56,4.066589479373788e-4,10,9,10,0,1,90,100,270000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2034,30000,51300000,57000000,0.07381507381507381,57763.24473870781,64181.383043008675,0.4937130978363077,0.2837640858256908,0.1,151421.21695699132,success,215602.6,536349121.97999996,4.0198182706830207e-4,10,10,10,0,1,100,100,300000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2035,30000,57000000,62700000,0.0811965811965812,64181.383043008675,70599.52134730954,0.4430844076199385,0.2621404944082598,0.1,143594.87865269044,success,214194.4,539055000.4,3.9735166140942825e-4,10,11,10,0,1,110,100,330000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2036,30000,62700000,68400000,0.08857808857808858,70599.52134730954,77017.6596516104,0.3924557174035693,0.24051690299082895,0.1,137381.6603483896,success,214399.32,542732915,3.95036516257725e-4,10,12,10,0,1,120,100,360000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2037,30000,68400000,74100000,0.09595959595959595,77017.6596516104,83435.79795591127,0.34182702718720004,0.21889331157339803,0.1,131168.44204408873,success,214604.24,546410829.6,3.92752537787549e-4,10,13,10,0,1,130,100,390000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2038,30000,74100000,79800000,0.10334110334110334,83435.79795591127,89853.93626021214,0.29119833697083086,0.19726972015596708,0.1,124955.22373978786,success,214809.16,550088744.1999999,3.9049910085398916e-4,10,14,10,0,1,140,100,420000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2039,30000,79800000,85500000,0.11072261072261072,89853.93626021214,96272.07456451301,0.24056964675446157,0.1756461287385362,0.1,118742.00543548698,success,215014.08,553766658.8,3.8827559692006507e-4,10,15,10,0,1,150,100,450000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2040,30000,85500000,91200000,0.11810411810411811,96272.07456451301,102690.21286881388,0.1899409565380924,0.1540225373211052,0.1,112528.78713118612,success,215219,557444573.4,3.860814335088476e-4,10,16,10,0,1,160,100,480000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2041,30000,91200000,96900000,0.12548562548562547,102690.21286881388,109108.35117311474,0.1393122663217231,0.13239894590367435,0.1,107098.06882688527,success,216206.42,561466567.74,3.850744326065009e-4,10,17,10,0,1,170,100,510000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2042,30000,96900000,102600000,0.13286713286713286,109108.35117311474,115526.48947741561,0.08868357610535393,0.11077535448624337,0.1,101667.35052258438,success,217193.84,565488562.08,3.8408175613863867e-4,10,18,10,0,1,180,100,540000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2043,30000,102600000,108300000,0.14024864024864026,115526.48947741561,121944.62778171648,0.038054885888984646,0.08915176306881248,0.1,96236.63221828353,success,218181.26,569510556.42,3.831031006194321e-4,10,19,10,0,1,190,100,570000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2044,30000,108300000,114000000,0.14763014763014762,121944.62778171648,128362.76608601735,-0.012573804327384641,0.06752817165138153,0.1,90805.91391398264,success,219168.68,573532550.76,3.821381710760357e-4,10,20,10,0,1,200,100,600000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2045,30000,114000000,119700000,0.155011655011655,128362.76608601735,134780.9043903182,-0.0632024945437537,0.045904580233950575,0.1,85375.1956096818,success,220156.1,577554545.1,3.8118668075217267e-4,10,21,10,0,1,210,100,630000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2046,30000,119700000,125400000,0.1623931623931624,134780.9043903182,141199.04269461907,-0.113831184760123,0.024280988816519737,0.1,80509.29730538093,success,221708.34,581630917.22,3.8118389761619144e-4,10,22,10,0,1,220,100,660000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2047,30000,125400000,131100000,0.16977466977466976,141199.04269461907,147617.18099891994,-0.16445987497649206,0.0026573973990887886,0.1,75643.39900108005,success,223260.58,585707289.34,3.811811532200317e-4,10,23,10,0,1,230,100,690000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2048,30000,131100000,136800000,0.17715617715617715,147617.18099891994,154035.3193032208,-0.21508856519286135,-0.018966194018342063,0.1,70777.5006967792,success,224812.82,589783661.46,3.811784467604265e-4,10,24,10,0,1,240,100,720000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2049,30000,136800000,142500000,0.18453768453768454,154035.3193032208,160453.45760752168,-0.26571725540923063,-0.04058978543577301,0.1,65911.60239247832,success,226365.06,593860033.58,3.811757774561637e-4,10,25,10,0,1,250,100,750000000,30000000,0,0,0,0,NA,NA,NA
36033,10,10,100,10,10,10,10,10,10,10,2050,30000,142500000,148200000,0.1919191919191919,160453.45760752168,166871.59591182254,-0.3163459456255999,-0.06221337685320396,0.1,61045.704088177445,success,227917.3,597936405.7,3.811731445473349e-4,10,26,10,0,1,260,100,780000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2025,30000,0,5700000,0.007381507381507382,0,6418.138304300866,0.9423353560360063,0.4748584317087568,0.1,197053.46169569914,success,203471.6,441152422,4.6122743490230686e-4,10,1,10,0,1,10,100,30000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2026,30000,5700000,11400000,0.014763014763014764,6418.138304300866,12836.276608601733,0.8846707120720125,0.4497168634175136,0.1,188397.12339139826,success,201233.4,444195692.14,4.530287068533208e-4,10,2,10,0,1,20,100,60000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2027,30000,11400000,17100000,0.022144522144522144,12836.276608601733,19254.414912902597,0.8270060681080187,0.42457529512627046,0.1,179740.7850870974,success,198995.2,447238962.28,4.4494155649036764e-4,10,3,10,0,1,30,100,90000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2028,30000,17100000,22800000,0.029526029526029528,19254.414912902597,25672.553217203465,0.769341424144025,0.3994337268350272,0.1,171084.44678279653,success,196757,450282232.42,4.3696372149206906e-4,10,4,10,0,1,40,100,120000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2029,30000,22800000,28500000,0.036907536907536904,25672.553217203465,32090.691521504334,0.7116767801800312,0.37429215854378406,0.1,162428.10847849568,success,194518.80000000002,453325502.56,4.2909300028681806e-4,10,5,10,0,1,50,100,150000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2030,30000,28500000,34200000,0.04428904428904429,32090.691521504334,38508.8298258052,0.6540121362160374,0.34915059025254086,0.1,153771.7701741948,success,192280.6,456368772.7,4.2132725002724537e-4,10,6,10,0,1,60,100,180000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2031,30000,34200000,39900000,0.05167055167055167,38508.8298258052,44926.96813010607,0.5963474922520436,0.3240090219612976,0.1,146135.33186989394,success,191062.30000000002,458774326.44,4.16462493624276e-4,10,7,10,0,1,70,100,210000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2032,30000,39900000,45600000,0.059052059052059055,44926.96813010607,51345.10643440694,0.5386828482880499,0.29886745367005446,0.1,138498.89356559305,success,189844,461179880.18,4.116484871931171e-4,10,8,10,0,1,80,100,240000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2033,30000,45600000,51300000,0.06643356643356643,51345.10643440694,57763.24473870781,0.48101820432405606,0.27372588537881126,0.1,130862.4552612922,success,188625.7,463585433.91999996,4.06884440706027e-4,10,9,10,0,1,90,100,270000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2034,30000,51300000,57000000,0.07381507381507381,57763.24473870781,64181.383043008675,0.42335356036006233,0.24858431708756806,0.1,123226.01695699131,success,187407.4,465990987.65999997,4.021695804484907e-4,10,10,10,0,1,100,100,300000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2035,30000,57000000,62700000,0.0811965811965812,64181.383043008675,70599.52134730954,0.3656889163960686,0.22344274879632486,0.1,115589.57865269047,success,186189.1,468396541.4,3.975031486003197e-4,10,11,10,0,1,110,100,330000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2036,30000,62700000,68400000,0.08857808857808858,70599.52134730954,77017.6596516104,0.30802427243207475,0.1983011805050817,0.1,109364.64034838961,success,186382.30000000002,471676885.52,3.951482587375952e-4,10,12,10,0,1,120,100,360000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2037,30000,68400000,74100000,0.09595959595959595,77017.6596516104,83435.79795591127,0.250359628468081,0.17315961221383847,0.1,103139.70204408873,success,186575.5,474957229.64,3.9282589748432153e-4,10,13,10,0,1,130,100,390000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2038,30000,74100000,79800000,0.10334110334110334,83435.79795591127,89853.93626021214,0.19269498450408729,0.1480180439225953,0.1,96914.76373978787,success,186768.7,478237573.76,3.905353954763256e-4,10,14,10,0,1,140,100,420000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2039,30000,79800000,85500000,0.11072261072261072,89853.93626021214,96272.07456451301,0.13503034054009344,0.12287647563135212,0.1,90689.82543548699,success,186961.9,481517917.88,3.882761015896258e-4,10,15,10,0,1,150,100,450000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2040,30000,85500000,91200000,0.11810411810411811,96272.07456451301,102690.21286881388,0.07736569657609971,0.0977349073401089,0.1,84464.88713118613,success,187155.1,484798262,3.860473823233302e-4,10,16,10,0,1,160,100,480000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2041,30000,91200000,96900000,0.12548562548562547,102690.21286881388,109108.35117311474,0.019701052612105863,0.07259333904886572,0.1,78916.52882688526,success,188024.88,488364430.54,3.8500936645221055e-4,10,17,10,0,1,170,100,510000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2042,30000,96900000,102600000,0.13286713286713286,109108.35117311474,115526.48947741561,-0.03796359135188787,0.047451770757622476,0.1,73368.17052258439,success,188894.66,491930599.08,3.839864004257257e-4,10,18,10,0,1,180,100,540000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2043,30000,102600000,108300000,0.14024864024864026,115526.48947741561,121944.62778171648,-0.09562823531588172,0.022310202466379304,0.1,67819.81221828352,success,189764.44,495496767.62,3.82978159295545e-4,10,19,10,0,1,190,100,570000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2044,30000,108300000,114000000,0.14763014763014762,121944.62778171648,128362.76608601735,-0.15329287927987534,-0.0028313658248639226,0.1,62271.45391398265,success,190634.22,499062936.15999997,3.81984327401309e-4,10,20,10,0,1,200,100,600000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2045,30000,114000000,119700000,0.155011655011655,128362.76608601735,134780.9043903182,-0.21095752324386896,-0.027972934116107052,0.1,56723.0956096818,success,191504,502629104.7,3.810045980411369e-4,10,21,10,0,1,210,100,630000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2046,30000,119700000,125400000,0.1623931623931624,134780.9043903182,141199.04269461907,-0.2686221672078628,-0.05311450240735017,0.1,51647.777305380936,success,192846.82,506193568.21999997,3.809744574158351e-4,10,22,10,0,1,220,100,660000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2047,30000,125400000,131100000,0.16977466977466976,141199.04269461907,147617.18099891994,-0.32628681117185665,-0.07825607069859339,0.1,46572.459001080075,success,194189.64,509758031.74,3.809447383048702e-4,10,23,10,0,1,230,100,690000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2048,30000,131100000,136800000,0.17715617715617715,147617.18099891994,154035.3193032208,-0.3839514551358505,-0.10339763898983664,0.1,41497.140696779185,success,195532.46,513322495.26,3.8091543192737343e-4,10,24,10,0,1,240,100,720000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2049,30000,136800000,142500000,0.18453768453768454,154035.3193032208,160453.45760752168,-0.4416160990998441,-0.12853920728107987,0.1,36421.82239247832,success,196875.28,516886958.78000003,3.8088652974468837e-4,10,25,10,0,1,250,100,750000000,30000000,0,0,0,0,NA,NA,NA
36035,10,10,100,10,10,10,10,10,10,10,2050,30000,142500000,148200000,0.1919191919191919,160453.45760752168,166871.59591182254,-0.49928074306383796,-0.153680775572323,0.1,31346.504088177462,success,198218.1,520451422.3,3.808580234520766e-4,10,26,10,0,1,260,100,780000000,30000000,0,0,0,0,NA,NA,NA
36037,10,10,100,10,10,10,10,10,10,10,2025,30000,0,5700000,0.007381507381507382,0,6418.138304300866,0.9805645035953202,0.4939730054884138,0.1,605489.5616956991,success,611907.7,1186954972,5.155273067932352e-4,10,1,10,0,1,10,100,30000000,30000000,0,0,0,0,NA,NA,NA
36037,10,10,100,10,10,10,10,10,10,10,2026,30000,5700000,11400000,0.014763014763014764,6418.138304300866,12836.276608601733,0.9611290071906403,0.48794601097682755,0.1,591992.9433913983,success,604829.22,1195227764.94,5.060367887541185e-4,10,2,10,0,1,20,100,60000000,30000000,0,0,0,0,NA,NA,NA
36037,10,10,100,10,10,10,10,10,10,10,2027,30000,11400000,17100000,0.022144522144522144,12836.276608601733,19254.414912902597,0.9416935107859605,0.4819190164652413,0.1,578496.3250870974,success,597750.74,1203500557.88,4.96676745254655e-4,10,3,10,0,1,30,100,90000000,30000000,0,0,0,0,NA,NA,NA
36037,10,10,100,10,10,10,10,10,10,10,2028,30000,17100000,22800000,0.029526029526029528,19254.414912902597,25672.553217203465,0.9222580143812807,0.4758920219536551,0.1,564999.7067827965,success,590672.26,1211773350.82,4.874445040405415e-4,10,4,10,0,1,40,100,120000000,30000000,0,0,0,0,NA,NA,NA
36037,10,10,100,10,10,10,10,10,10,10,2029,30000,22800000,28500000,0.036907536907536904,25672.553217203465,32090.691521504334,0.9028225179766008,0.46986502744206893,0.1,551503.0884784957,success,583593.78,1220046143.76,4.7833746533672175e-4,10,5,10,0,1,50,100,150000000,30000000,0,0,0,0,NA,NA,NA
36037,10,10,100,10,10,10,10,10,10,10,2030,30000,28500000,34200000,0.04428904428904429,32090.691521504334,38508.8298258052,0.8833870215719211,0.46383803293048265,0.1,538006.4701741949,success,576515.3,1228318936.7,4.693530994066291e-4,10,6,10,0,1,60,100,180000000,30000000,0,0,0,0,NA,NA,NA
