geoid,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,year,units,prior_cost,cost,icost,prior_reduction,reduction,ireduction,z,diversification,emissions,status,base_emissions,base_vmt,base_ef,total_cost,n_years,max_annual_policies,min_annual_policies,min_total_policies,max_total_policies,max_annual_policy_scale,max_total_cost,max_annual_cost,min_annual_cost,min_total_cost,min_emissions_chg,min_annual_emissions_chg,effect_emissions,effect_vmt,effect_ef
36001,0,10,40,0,0,0,0,0,10,10,2035,30000,21000000,23100000,0.029914529914529916,26664.98702276137,29331.485725037506,0.9643053113695302,0.4971099206420301,0.1,1320788.7142749624,success,1350120.2,3466205979.1,3.895095121700063e-4,10,11,10,0,1,110,100,330000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2036,30000,23100000,25200000,0.03263403263403263,29331.485725037506,31997.984427313644,0.9610603396758511,0.4968471861549419,0.1,1319797.5155726864,success,1351795.5,3493040751.98,3.869967732937975e-4,10,12,10,0,1,120,100,360000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2037,30000,25200000,27300000,0.03535353535353535,31997.984427313644,34664.48312958978,0.957815367982172,0.4965844516678537,0.1,1318806.3168704102,success,1353470.8,3519875524.86,3.845223475775704e-4,10,13,10,0,1,130,100,390000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2038,30000,27300000,29400000,0.03807303807303807,34664.48312958978,37330.981831865916,0.954570396288493,0.4963217171807655,0.1,1317815.118168134,success,1355146.0999999999,3546710297.74,3.820853653774634e-4,10,14,10,0,1,140,100,420000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2039,30000,29400000,31500000,0.04079254079254079,37330.981831865916,39997.48053414205,0.951325424594814,0.4960589826936774,0.1,1316823.9194658578,success,1356821.4,3573545070.62,3.7968498317123375e-4,10,15,10,0,1,150,100,450000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2040,30000,31500000,33600000,0.04351204351204351,39997.48053414205,42663.979236418185,0.9480804529011349,0.4957962482065892,0.1,1315832.7207635818,success,1358496.7,3600379843.5,3.7732038258479376e-4,10,16,10,0,1,160,100,480000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2041,30000,33600000,35700000,0.04623154623154623,42663.979236418185,45330.47793869432,0.9448354812074558,0.495533513719501,0.1,1319702.6820613055,success,1365033.16,3628920844.84,3.76154018884417e-4,10,17,10,0,1,170,100,510000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2042,30000,35700000,37800000,0.04895104895104895,45330.47793869432,47996.97664097045,0.9415905095137768,0.4952707792324128,0.1,1323572.6433590294,success,1371569.6199999999,3657461846.18,3.750058586209238e-4,10,18,10,0,1,180,100,540000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2043,30000,37800000,39900000,0.05167055167055167,47996.97664097045,50663.47534324659,0.9383455378200977,0.49500804474532467,0.1,1327442.6046567536,success,1378106.08,3686002847.52,3.738754789425112e-4,10,19,10,0,1,190,100,570000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2044,30000,39900000,42000000,0.05439005439005439,50663.47534324659,53329.97404552272,0.9351005661264186,0.4947453102582365,0.1,1331312.5659544773,success,1384642.54,3714543848.8599997,3.7276246999344196e-4,10,20,10,0,1,200,100,600000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2045,30000,42000000,44100000,0.05710955710955711,53329.97404552272,55996.472747798856,0.9318555944327396,0.4944825757711483,0.1,1335182.5272522012,success,1391179,3743084850.2,3.716664344185697e-4,10,21,10,0,1,210,100,630000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2046,30000,44100000,46200000,0.05982905982905983,55996.472747798856,58662.97145007499,0.9286106227390605,0.49421984128406016,0.1,1342146.4285499249,success,1400809.4,3770455376.2999997,3.7152260408784723e-4,10,22,10,0,1,220,100,660000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2047,30000,46200000,48300000,0.06254856254856254,58662.97145007499,61329.470152351125,0.9253656510453814,0.49395710679697197,0.1,1349110.329847649,success,1410439.8,3797825902.3999996,3.7138084689682224e-4,10,23,10,0,1,230,100,690000000,30000000,0,0,0,0,NA,NA,NA
36001,0,10,40,0,0,0,0,0,10,10,2048,30000,48300000,50400000,0.06526806526806526,61329.470152351125,63995.96885462726,0.9221206793517023,0.4936943723098838,0.1,1356074.2311453726,success,1420070.2,3825196428.5,3.712411183435256e-4,10,24,10,0,1,240,100,720000000,30000000,0,0,0,0,NA,NA,NA
