year,category_id,pollutant,estimate,se,n_obs
2010,4,100,3545.889884089879,1546.4238293350065,5
2010,5,2,21.714506069025756,8.72010141026732,5
2010,5,3,115.7484119460245,20.231234789168905,5
2010,5,87,172.7270129815836,43.26091303960769,5
2010,5,98,NA,NA,5
2010,5,100,5690.493137587682,2269.8617253327434,5
2010,6,2,864.5631562757768,251.52561109962608,5
2010,6,3,1032.7208784034137,327.814393361872,5
2010,6,87,3396.0128902200095,469.8113796909523,5
2010,6,98,0.09088135860775415,NA,5
2010,6,100,1462.490392792321,589.5297172225298,5
2010,7,2,NA,NA,5
2010,7,3,NA,NA,5
2010,7,87,NA,NA,5
2010,7,98,NA,NA,5
2010,7,100,NA,NA,5
2010,8,2,223.03344481377576,91.02541984101467,5
2010,8,3,904.7328904742926,85.52025931929555,5
2010,8,87,2064.6381963209537,553.0119595631618,5
2010,8,98,624.8332726719899,NA,5
2010,8,100,13605.094972324416,4325.920624308689,5
2010,9,2,NA,NA,5
2010,9,3,NA,NA,5
2010,9,87,NA,NA,5
2010,9,98,NA,NA,5
2010,9,100,NA,NA,5
2010,10,2,NA,NA,5
2010,10,3,NA,NA,5
2010,10,87,NA,NA,5
2010,10,98,NA,NA,5
2010,10,100,NA,NA,5
2010,11,2,38.76945413577087,NA,5
2010,11,3,6.096035915949345,NA,5
2010,11,87,25.281419244646305,NA,5
2010,11,98,NA,NA,5
2010,11,100,NA,NA,5
2011,1,2,128.4524099953799,51.471492766710995,5
2011,1,3,882.8885410378692,211.5631309220286,5
2011,1,87,1123.2248960756417,208.37393929641914,5
2011,1,98,0.31647820624899736,NA,5
2011,1,100,12921.820234305918,6776.890428614954,5
2011,2,2,176.8234065839397,20.286641987340566,5
2011,2,3,3364.5954592534085,805.5331444263388,5
2011,2,87,4372.227810043449,1077.3936432334558,5
2011,2,98,NA,NA,5
2011,2,100,21108.538274824696,6936.043342282694,5
2011,3,2,126.88864001618322,48.17049500744417,5
2011,3,3,433.6834305926366,96.04036093567397,5
2011,3,87,1023.7606372820393,353.6309675042338,5
2011,3,98,NA,NA,5
2011,3,100,12598.564113824861,10120.170840177614,5
2011,4,2,51.9591290544907,24.738474030176953,5
2011,4,3,261.14819183816695,86.97823218918448,5
2011,4,87,305.5525200699471,107.62480714608664,5
2011,4,98,7646.96082600683,4816.951078777468,5
2011,4,100,5301.9924692732275,3171.618189312295,5
2011,5,2,22.568311424957763,8.609524007420779,5
2011,5,3,148.20717306540192,22.093190137396935,5
2011,5,87,205.87772865998284,41.939036607965804,5
2011,5,98,NA,NA,5
2011,5,100,6518.285694744966,1978.2109832333101,5
2011,6,2,616.4019145551563,167.96919969603326,5
2011,6,3,990.6423093862106,347.32127512752504,5
2011,6,87,3515.6286066143252,437.3511162925537,5
2011,6,98,0.09088135860775415,NA,5
2011,6,100,1109.59425900514,638.0919032645402,5
2011,7,2,NA,NA,5
2011,7,3,NA,NA,5
2011,7,87,NA,NA,5
2011,7,98,NA,NA,5
2011,7,100,NA,NA,5
2011,8,2,365.15423875264196,154.07521226829078,5
2011,8,3,900.5450873442176,86.07947365321948,5
2011,8,87,2886.984042125628,936.1979209475993,5
2011,8,98,624.8332726719899,NA,5
2011,8,100,18182.074770786472,5527.3769145307815,5
2011,9,2,NA,NA,5
2011,9,3,NA,NA,5
2011,9,87,NA,NA,5
2011,9,98,NA,NA,5
2011,9,100,NA,NA,5
2011,10,2,NA,NA,5
2011,10,3,NA,NA,5
2011,10,87,NA,NA,5
2011,10,98,NA,NA,5
2011,10,100,NA,NA,5
2011,11,2,38.76945413577087,NA,5
2011,11,3,7.6109096306772495,0.9580902612120675,5
2011,11,87,25.281419244646305,NA,5
2011,11,98,NA,NA,5
2011,11,100,NA,NA,5
2012,1,2,154.44218845884856,49.96641232045222,5
2012,1,3,1077.769138409199,269.0824929214269,5
2012,1,87,1388.32237200075,287.80079597373117,5
2012,1,98,7843.193311294248,4960.270840145261,5
2012,1,100,14768.798424346236,6233.600606104106,5
2012,2,2,201.4893252588144,23.53002679892377,5
2012,2,3,3938.2043057496535,634.2036913438526,5
2012,2,87,5244.213058848665,1053.488644331963,5
2012,2,98,2.8181433177070336,NA,5
2012,2,100,22996.314011143135,6513.143780893753,5
2012,3,2,155.55485897147835,61.09746736537512,5
2012,3,3,586.7928287888591,155.29959469704323,5
2012,3,87,1286.3820506705342,331.84939442011864,5
2012,3,98,NA,NA,5
2012,3,100,14894.619524709642,9655.700155731622,5
2012,4,2,58.11156257555601,23.661013810404405,5
2012,4,3,265.2133990183632,86.6297309033054,5
2012,4,87,358.92800818818824,109.09241556699276,5
2012,4,98,7283.636734595118,3417.705587804162,5
2012,4,100,5349.4789806134895,3162.094843705715,5
2012,5,2,28.740870261766418,8.427108357589503,5
2012,5,3,180.841186432465,21.54086057812435,5
2012,5,87,234.5352629962027,27.909717896587228,5
2012,5,98,0.3202150359944646,NA,5
2012,5,100,6780.538629911774,1787.4333004935731,5
2012,6,2,798.3830230230902,285.9177490223581,5
2012,6,3,787.6454167094005,191.40973035536024,5
2012,6,87,5373.24490716535,1974.7377087303212,5
2012,6,98,0.09088135860775415,NA,5
2012,6,100,1209.8777632969463,638.8071715664024,5
2012,7,2,NA,NA,5
2012,7,3,NA,NA,5
2012,7,87,NA,NA,5
2012,7,98,NA,NA,5
2012,7,100,NA,NA,5
2012,8,2,414.384683147946,141.31579643316505,5
2012,8,3,1011.7077012239293,107.88891186428502,5
2012,8,87,3337.2969681460318,931.7808517717954,5
2012,8,98,436.9933416794537,118.80040349305342,5
2012,8,100,18990.113904890743,4986.891442435855,5
2012,9,2,NA,NA,5
2012,9,3,NA,NA,5
2012,9,87,NA,NA,5
2012,9,98,NA,NA,5
2012,9,100,NA,NA,5
2012,10,2,NA,NA,5
2012,10,3,NA,NA,5
2012,10,87,NA,NA,5
2012,10,98,NA,NA,5
2012,10,100,NA,NA,5
2012,11,2,38.76945413577087,NA,5
2012,11,3,7.6109096306772495,0.9580902612120675,5
2012,11,87,25.281419244646305,NA,5
2012,11,98,NA,NA,5
2012,11,100,NA,NA,5
2013,1,2,188.66908165742413,46.302799135053164,5
2013,1,3,1359.5837871446233,260.8454735111046,5
2013,1,87,1929.807857549666,455.0884200299071,5
2013,1,98,8736.33598062745,3575.0196783329557,5
2013,1,100,9755.580487206173,2015.0353441180146,5
2013,2,2,338.46588988885793,146.53961268855073,5
2013,2,3,5463.424818469157,2017.053971400588,5
2013,2,87,6231.146334083774,1881.8466991047408,5
