year,category_id,pollutant,estimate,se,n_obs
2013,2,98,101922.28618734147,64459.53138637227,5
2013,2,100,23352.223712614013,6828.1999042804855,5
2013,3,2,3890.4155551443823,3702.6512761074546,5
2013,3,3,694.9019216852319,170.68089245073435,5
2013,3,87,1605.1699387773149,268.51582013665467,5
2013,3,98,625003.6686532422,NA,5
2013,3,100,14284.758838750033,9055.99005276202,5
2013,4,2,60.11165246989113,22.6213473260224,5
2013,4,3,306.3756633092836,73.19418719445443,5
2013,4,87,450.09571286125976,81.947737022562393,5
2013,4,98,5462.752911469655,3231.0424490858254,5
2013,4,100,5361.635756044521,3157.2481010942292,5
2013,5,2,24.866623340416556,6.099613514452399,5
2013,5,3,190.27159919299487,21.78730718540589,5
2013,5,87,234.21617552264567,27.651907204839404,5
2013,5,98,1.2167854927379225,0.5670409452253595,5
2013,5,100,6889.5500342972455,1774.0516014805971,5
2013,6,2,578.7981335468679,299.55448350084805,5
2013,6,3,879.692584154987,220.98343222142464,5
2013,6,87,4934.090411848766,2039.2287193030259,5
2013,6,98,0.09088135860775415,NA,5
2013,6,100,554.669555187824,241.80771120790794,5
2013,7,2,1021.0042950603084,NA,5
2013,7,3,909.3127764186688,NA,5
2013,7,87,13157.848182632846,NA,5
2013,7,98,1168723.5785623011,NA,5
2013,7,100,15874.186150705667,NA,5
2013,8,2,583.5211699810571,157.40224111960723,5
2013,8,3,1238.5906124213807,193.59921186903682,5
2013,8,87,5081.558140010366,1453.3934275996048,5
2013,8,98,298.6358099856628,136.17067188236666,5
2013,8,100,15973.431572503458,4466.444536796694,5
2013,9,2,512.7771657391111,NA,5
2013,9,3,91.16038502028641,NA,5
2013,9,87,455.7682080674654,NA,5
2013,9,98,NA,NA,5
2013,9,100,35085.39348806123,NA,5
2013,10,2,177.90786952289653,NA,5
2013,10,3,53.90605805497552,NA,5
2013,10,87,75473.516862919,NA,5
2013,10,98,3116596.252180734,NA,5
2013,10,100,30958.1890143614,NA,5
2013,11,2,24.694090552262402,8.902041563775274,5
2013,11,3,22.622341834299863,11.647524481909858,5
2013,11,87,52.597073280390845,17.27593650602464,5
2013,11,98,NA,NA,5
2013,11,100,736.7740133541395,NA,5
2014,1,2,213.53820485530642,33.86105196865579,5
2014,1,3,1475.8234870973133,185.6912387797092,5
2014,1,87,2171.1957074097395,343.82843983037174,5
2014,1,98,6557.197565583512,3509.903966280949,5
2014,1,100,11910.855104828126,576.9740480383397,5
2014,2,2,434.40287204735125,153.11462263908612,5
2014,2,3,6219.237612441958,1831.695966944773,5
2014,2,87,7873.219623012483,1731.1374929809563,5
2014,2,98,67948.47364767671,52631.241258054375,5
2014,2,100,25162.697988437285,6115.511958499726,5
2014,3,2,3945.623516553669,3688.5404194414277,5
2014,3,3,655.0016050497632,170.61066983688778,5
2014,3,87,1508.0386680223307,288.86156654207167,5
2014,3,98,312576.1303407494,197596.52496539927,5
2014,3,100,14458.200542474013,9001.555031656146,5
2014,4,2,70.85372929328518,22.983702733230068,5
2014,4,3,396.1798198809163,94.24115978045485,5
2014,4,87,671.6369965177638,165.63183989326467,5
2014,4,98,5944.050548969063,3038.1880082917864,5
2014,4,100,7391.822464574249,3097.3842630734052,5
2014,5,2,32.075662210508824,4.212741104613467,5
2014,5,3,201.87789411846651,17.603429606710957,5
2014,5,87,264.0148969758877,31.706630427150483,5
2014,5,98,0.9411556990462839,0.454258502048483,5
2014,5,100,6030.9435582733495,1748.078004652875,5
2014,6,2,526.3679595936122,317.4630000889502,5
2014,6,3,805.8801435792745,267.7280050532239,5
2014,6,87,7456.627301523359,2765.0245095269584,5
2014,6,98,NA,NA,5
2014,6,100,556.9628319659586,241.1259571057915,5
2014,7,2,808.9952200618422,134.08631232412242,5
2014,7,3,1373.472611405866,293.560455385491,5
2014,7,87,9460.984949941652,2338.1016026874436,5
2014,7,98,1168723.5785623011,NA,5
2014,7,100,13685.161960201218,1384.4604590400781,5
2014,8,2,619.5090265172731,133.5803176326738,5
2014,8,3,1203.5194095159663,211.98404558154593,5
2014,8,87,5715.4846748783375,1119.823674559518,5
2014,8,98,93.45329702852247,60.36854302039461,5
2014,8,100,44352.18754425449,27390.689487485106,5
2014,9,2,17925.542035693787,11012.799470004484,5
2014,9,3,156.7559843089217,41.486299647161644,5
2014,9,87,1455.0054977614536,631.9731516812996,5
2014,9,98,NA,NA,5
2014,9,100,18128.99915963298,10724.165396358892,5
2014,10,2,251.00989426221784,46.23377994924639,5
2014,10,3,62.609657103474625,5.504639366826297,5
2014,10,87,179713.38816982653,65927.08326653212,5
2014,10,98,3116596.252180734,NA,5
2014,10,100,26124.469045893966,3057.1129343588736,5
2014,11,2,78.1457764440944,41.87926464026122,5
2014,11,3,63.744401460951565,37.99029149736519,5
2014,11,87,139.5859122949668,68.4796601841918,5
2014,11,98,19846.195554825503,NA,5
2014,11,100,400.2087082386371,212.8625891109015,5
2015,1,2,222.64025062136585,28.733347806064756,5
2015,1,3,1546.9013192362786,143.26668554435676,5
2015,1,87,2528.0931550453242,367.6278437574324,5
2015,1,98,6557.754759117001,3509.6264179098675,5
2015,1,100,11941.620719028226,559.5701523950519,5
2015,2,2,516.280805421312,131.88199765305677,5
2015,2,3,7251.4492601552265,1666.074087667293,5
2015,2,87,9092.714267989835,1419.089903402518,5
2015,2,98,50961.553315946185,45580.06955670718,5
2015,2,100,24123.80844455379,6734.592474623231,5
2015,3,2,18536.400456772753,14124.91062892825,5
2015,3,3,1071.7059540827825,329.5653164073098,5
2015,3,87,1907.4261663904786,253.7925323615236,5
2015,3,98,215429.89936638833,158696.65231098977,5
2015,3,100,16972.79472072172,8453.554848599935,5
2015,4,2,64.73980569932205,25.558564837883093,5
2015,4,3,394.99450229102996,94.84647169603326,5
2015,4,87,644.5565945567007,179.54238156372801,5
2015,4,98,5944.050548969063,3038.1880082917864,5
2015,4,100,6952.0131502952045,3208.7511258075456,5
2015,5,2,32.127807499403694,4.190628470482836,5
2015,5,3,235.80158838931803,19.720354847741465,5
2015,5,87,299.2332234726033,23.594029598325193,5
2015,5,98,0.8480118897151804,0.38014182418616915,5
2015,5,100,4741.519521551541,787.406316085817,5
2015,6,2,125.8075642512158,533.1098979788125,5
2015,6,3,591.4115718187694,280.09540676387843,5
2015,6,87,7418.078571935679,2781.4867697861823,5
2015,6,98,0.23164706494735374,NA,5
2015,6,100,497.1734261832843,239.39273082747263,5
2015,7,2,568.6540187472972,208.9208113279581,5
2015,7,3,1571.3008974773209,258.01257516844026,5
2015,7,87,8465.721703224646,1824.1954145332684,5
2015,7,98,751429.4581940582,263919.97491202183,5
2015,7,100,17429.481505837506,3061.098282842792,5
2015,8,2,671.1093895016145,140.15623005196463,5
2015,8,3,1536.044249687125,400.47589635612354,5
2015,8,87,6837.091951036437,1285.8981796552914,5
2015,8,98,73.62283828170199,52.38484195093369,5
2015,8,100,47176.978385949675,26823.510528261748,5
2015,9,2,17925.542035693787,11012.799470004484,5
2015,9,3,110.67042924419769,46.204800189820844,5
2015,9,87,997.8634133998902,570.1599454536054,5
2015,9,98,NA,NA,5
2015,9,100,18128.99915963298,10724.165396358892,5
2015,10,2,220.9849577395488,40.12080871707164,5
2015,10,3,133.39554714721186,54.96849884115302,5
2015,10,87,120876.28675484749,65194.11672663452,5
2015,10,98,3116596.252180734,NA,5
2015,10,100,26124.469045893966,3057.1129343588736,5
2015,11,2,76.68805916876224,42.30351637585993,5
2015,11,3,84.20696508209977,33.89834318395477,5
2015,11,87,170.2236499374833,56.13775732955002,5
2015,11,98,9923.127695087636,6275.8991626367815,5
2015,11,100,318.02914587936937,163.42377184251592,5
2016,1,2,234.13791477636107,39.58683779443042,5
2016,1,3,1696.0739165207306,226.92262038944497,5
2016,1,87,3510.7342190636036,832.564646192201,5
2016,1,98,74730.41952102986,68240.38634807926,5
2016,1,100,14883.784568754076,2961.9715442524043,5
2016,2,2,543.4299674345173,117.72165792669486,5
2016,2,3,7934.75803976111,1536.911870857946,5
2016,2,87,10121.941896320637,995.3333044359686,5
2016,2,98,40771.87253376697,40767.47048859434,5
2016,2,100,22634.306642877164,6747.741616729628,5
2016,3,2,18829.187673749042,14032.582687094973,5
2016,3,3,2080.8718531335217,888.8777771197812,5
2016,3,87,2869.0220955150953,1050.1164277555713,5
2016,3,98,161573.69790048886,138239.44439104645,5
2016,3,100,15849.126569135236,8893.127267794454,5
2016,4,2,43.713723947889434,15.114110475543386,5
2016,4,3,309.87732659315026,88.33405436741083,5
2016,4,87,625.7135424354615,179.3655797539204,5
2016,4,98,473290.8141655432,420787.890532297,5
2016,4,100,73865.59260318843,69585.86879421902,5
2016,5,2,44.46756068712074,9.67939036597809,5
2016,5,3,216.1046871384384,30.860504444876163,5
2016,5,87,305.1403631228455,22.17200901798172,5
2016,5,98,2.619419657035188,1.8017398072400315,5
2016,5,100,7226.571322684318,2709.411411912235,5
2016,6,2,56.61720551838762,610.3756849475601,5
2016,6,3,691.4060626722425,270.0162470796289,5
2016,6,87,7244.105829680723,2851.037263661285,5
2016,6,98,0.23164706494735374,NA,5
2016,6,100,542.0110748866072,222.82601790860002,5
2016,7,2,566.4268548769851,170.59475903754787,5
2016,7,3,1250.2951880778326,356.11242373304196,5
2016,7,87,6933.092672995644,2024.2580539652931,5
2016,7,98,2058530.6940946276,1029531.4765049481,5
2016,7,100,26875.8461484254,8811.011619941064,5
2016,8,2,697.2634577927984,151.28689626949526,5
2016,8,3,1802.4409245330223,373.47123195053103,5
2016,8,87,7708.695367288905,1418.924795924374,5
2016,8,98,235535.64965944394,235462.03119156696,5
2016,8,100,104365.56495283592,59754.62332287101,5
2016,9,2,12366.609714474498,8898.421950795735,5
2016,9,3,143.31881934538742,47.70733285370028,5
2016,9,87,1497.6446032714728,645.4041879313583,5
2016,9,98,NA,NA,5
2016,9,100,18128.99915963298,10724.165396358892,5
2016,10,2,4396.237967937612,3734.6034968738595,5
2016,10,3,158.6580279655884,50.248498414502905,5
2016,10,87,94606.47562307282,58185.8884842077,5
2016,10,98,2734361.4526528404,241746.51349719948,5
2016,10,100,97312.91422829799,55184.688150243244,5
2016,11,2,61.26822260340711,37.192410779668165,5
2016,11,3,173.93566174104416,63.222274799227904,5
2016,11,87,245.862088326524,81.71844276665537,5
2016,11,98,6732.993352388929,5079.333561056209,5
2016,11,100,554.6039746182798,250.15796171572407,5
2017,1,2,267.19117796757087,44.80419237973867,5
2017,1,3,1827.6623305634962,269.1470342463931,5
2017,1,87,4267.15430940988,880.6774811240135,5
2017,1,98,786652.4025336026,700337.1867026152,5
2017,1,100,42587.589564476024,26829.572196754285,5
2017,2,2,593.165816834303,96.65415725020175,5
2017,2,3,8842.632868998713,1225.7653369413501,5
2017,2,87,10724.984386249362,611.7401398217016,5
2017,2,98,40772.36963091323,40767.346212320714,5
2017,2,100,22460.157614998177,6762.156480037246,5
2017,3,2,18811.687519210573,14038.365819669822,5
2017,3,3,3373.2103450269087,1348.4806820478348,5
2017,3,87,5649.28487858033,2684.141955976325,5
2017,3,98,129259.01016459322,124003.41540710628,5
2017,3,100,13552.49264869249,9453.715909823739,5
2017,4,2,45.35453485164379,15.463763954008249,5
2017,4,3,301.27587089582715,90.34393514593867,5
2017,4,87,659.3863189812106,175.53379683150496,5
2017,4,98,786246.0520792177,421322.8485007685,5
2017,4,100,142134.04509835955,84146.04180295889,5
2017,5,2,55.8330727000743,14.06863609605537,5
2017,5,3,278.93862486713726,76.13621056731613,5
2017,5,87,488.8981063314634,163.56627552247693,5
2017,5,98,132273.451791919,132270.25758212912,5
2017,5,100,10396.016115405548,2971.270855389779,5
2017,6,2,-508.0791894096243,419.7371713693855,5
2017,6,3,12123.593836864664,11564.06317951463,5
2017,6,87,13013.730801553113,7632.523203614641,5
2017,6,98,0.23164706494735374,NA,5
2017,6,100,318.1152808512614,22.854288829832626,5
2017,7,2,457.20354226679717,183.7298584222284,5
2017,7,3,1575.7062625617773,448.3351549338527,5
2017,7,87,7377.290614761241,1808.4599285721843,5
2017,7,98,1572590.284441878,946326.49728468,5
2017,7,100,22599.166804559154,8747.3099027818,5
2017,8,2,764.046146728754,126.79470961248913,5
2017,8,3,2223.8945719425533,461.9131173863653,5
2017,8,87,9193.631973811694,1270.5264691077282,5
2017,8,98,1023941.7658010917,764379.4317996699,5
2017,8,100,115667.8728747478,56085.04923218149,5
2017,9,2,9276.392567489514,7773.512446465344,5
2017,9,3,157.79860828359944,43.77963560498739,5
2017,9,87,1456.3272305107362,560.4614613346324,5
2017,9,98,NA,NA,5
2017,9,100,12176.319954638053,8874.936369055169,5
2017,10,2,3578.3101588775526,3336.0835361214563,5
2017,10,3,211.51748303820065,68.46755206123365,5
2017,10,87,76175.11073121178,53655.506947557755,5
2017,10,98,2734361.4526528404,241746.51349719948,5
2017,10,100,73152.60386442552,49972.08902640199,5
2017,11,2,54.31795510422758,32.95091475229229,5
2017,11,3,288.04948341339264,126.56917602544608,5
2017,11,87,401.74463967865614,171.19520358995302,5
2017,11,98,5049.839609130506,4412.046936332822,5
2017,11,100,448.56335304865706,241.20295972519946,5
2018,1,2,590.5105106782089,318.7216697047829,5
2018,1,3,2770.5209199469077,995.923658728008,5
2018,1,87,5441.968979819308,1299.4554016199243,5
2018,1,98,936628.9971044358,674362.293750054,5
2018,1,100,267007.2352714222,218706.6328783888,5
2018,2,2,869.3999515302761,361.24131135241726,5
2018,2,3,10411.601485978657,2734.5390411254207,5
2018,2,87,14919.973939508669,4798.097227317025,5
2018,2,98,14.52513658014014,9.76491420463195,5
2018,2,100,19009.5917026115,3756.998081252924,5
2018,3,2,18839.71508476401,16210.076263133087,5
2018,3,3,10950.529698370538,7089.257790238297,5
2018,3,87,15786.153593731286,9564.822790758339,5
2018,3,98,5322.845542430981,4715.100759003092,5
2018,3,100,3579.456846343335,2785.413826777537,5
2018,4,2,47.265939949850406,14.65343726510875,5
2018,4,3,295.240556432009,90.82665154646031,5
2018,4,87,677.8096471663223,172.7868357564291,5
2018,4,98,1144690.3665935702,360543.9347058381,5
2018,4,100,153883.03767883554,79910.375739169,5
2018,5,2,80.02596921444352,22.935623946030457,5
2018,5,3,417.7635257656241,142.7615075649004,5
2018,5,87,671.3501644857596,211.9939262030938,5
2018,5,98,320054.53633340594,200843.54373439445,5
2018,5,100,70192.17137497429,58821.32443500629,5
2018,6,2,1777899.9166595486,1377771.6484195197,5
2018,6,3,545439.8689882982,530736.7071344901,5
2018,6,87,478539.048243188,463047.0722662949,5
2018,6,98,2667645.564581253,1687167.0483180443,5
2018,6,100,404.48213406801744,87.70301587501542,5
2018,7,2,278.20818615076064,123.84320782576985,5
2018,7,3,1835.0760071262273,426.4456840030322,5
2018,7,87,6543.5885482412305,1247.379274312678,5
2018,7,98,1298495.4739099483,1007310.7868544022,5
2018,7,100,105538.35619857247,81710.11164972668,5
2018,8,2,1107.1514656407778,413.047406545105,5
2018,8,3,3601.486352897934,1379.09434441115,5
2018,8,87,12019.775732883249,3276.5864964938373,5
2018,8,98,1023939.1201444867,764380.3177970612,5
2018,8,100,119342.7820894991,54504.68910094757,5
2018,9,2,9149.734141857714,7812.318607808665,5
2018,9,3,156.87871709344006,44.137882264117636,5
2018,9,87,1728.9865698845695,502.0500811245543,5
2018,9,98,NA,NA,5
2018,9,100,721.7831879264636,285.1246422518509,5
2018,10,2,4428.410731216217,3725.0113873454784,5
2018,10,3,329.49673369557536,96.48559666422979,5
2018,10,87,62995.278682192824,55292.35791061118,5
2018,10,98,2352126.6531249466,NA,5
2018,10,100,87217.4088144469,59232.01867702463,5
2018,11,2,60.50189638160909,31.446576640496232,5
2018,11,3,597.8947080275254,274.87155903844155,5
2018,11,87,1687.5495278364842,1214.7820730906078,5
2018,11,98,4043.475646875663,3951.251327216247,5
2018,11,100,324.225951809101,236.05290693241312,5
2019,1,2,774.2256388572465,312.9024067411866,5
2019,1,3,3191.036626328429,907.7181325915722,5
2019,1,87,6393.743227894886,957.7106806310707,5
2019,1,98,1296694.427328276,644818.8252041878,5
2019,1,100,357388.88167161355,210978.44293307114,5
2019,2,2,935.1682872108687,358.01748929682,5
2019,2,3,12194.191211864665,2565.823606241011,5
2019,2,87,15041.396884241656,4771.559843773321,5
2019,2,98,21.484349368679183,9.807910979668263,5
2019,2,100,24174.60465894498,6302.134339197317,5
2019,3,2,21616.941429311224,15538.442689090138,5
2019,3,3,10963.709263248518,7084.446800896678,5
2019,3,87,15687.423986593038,9603.204438755352,5
2019,3,98,7047.596713822427,5456.971946736387,5
2019,3,100,2917.8175360562086,2869.2177977043975,5
2019,4,2,44.759805430045105,12.67558313603318,5
2019,4,3,297.1490715587884,92.71315870945777,5
2019,4,87,666.3275405490249,162.4961632580593,5
2019,4,98,1672989.5158689555,176905.54579297407,5
2019,4,100,436798.8658304209,257345.84932917837,5
2019,5,2,81.36732421202727,22.399381297144483,5
2019,5,3,507.47479458691384,136.06106821511793,5
2019,5,87,824.7375328531183,207.45774260308747,5
2019,5,98,320055.99678543676,200842.9619131785,5
2019,5,100,71685.92508978579,58422.04704871315,5
2019,6,2,2319907.739797341,1223248.4641844092,5
2019,6,3,700610.9912986974,513268.2705464591,5
2019,6,87,627935.4023906736,449584.5107478907,5
2019,6,98,2320438.1994090974,1222946.4817084128,5
2019,6,100,350.0041361624897,119.17480405608381,5
2019,7,2,524.6817379276997,339.66383341594377,5
2019,7,3,4580.545369794481,2779.0227159195997,5
2019,7,87,12721.690414174138,6108.771151249656,5
2019,7,98,1038803.8124720076,910190.1037724614,5
2019,7,100,909641.0116767631,784504.8273337958,5
2019,8,2,1301.7545731249816,361.3173567842978,5
2019,8,3,4973.0663904103985,1341.2356287848022,5
2019,8,87,14447.467231871593,2688.700492800341,5
2019,8,98,1553058.5195344086,770294.7744505903,5
2019,8,100,551516.821309001,443764.3784054985,5
2019,9,2,420.20988726079884,320.8903098494766,5
2019,9,3,128.14059587703898,42.816453319015025,5
2019,9,87,3414.7746613349204,1924.9025743264617,5
2019,9,98,NA,NA,5
2019,9,100,270.961544648199,NA,5
2019,10,2,6295.4004150434475,3546.4722843789114,5
2019,10,3,359.23092856982225,79.71921845562728,5
2019,10,87,8545.842077438747,2543.070210756633,5
2019,10,98,1179262.7995680012,741784.2325044252,5
2019,10,100,82380.22441124622,60941.04277469131,5
2019,11,2,64.96664459752317,35.87279218679052,5
2019,11,3,623.8985118253929,266.25100347296524,5
2019,11,87,1758.1682050810948,1196.7321955843688,5
2019,11,98,3593899.595206043,3593806.800164287,5
2019,11,100,423341.99328803946,422952.68255341286,5
2020,1,2,804.9848450667513,299.27610989719625,5
2020,1,3,3657.78001727686,774.3633336171345,5
2020,1,87,7778.173202597826,847.2166355592587,5
2020,1,98,1620867.3978472599,643638.8247276645,5
2020,1,100,444056.7817081768,222112.8196381753,5
2020,2,2,1035.9039211611757,396.7011548509001,5
2020,2,3,13194.385443213683,2728.384693775122,5
2020,2,87,16321.864570997863,5307.627950523446,5
2020,2,98,26.657356522205887,9.62185808629905,5
2020,2,100,28535.475672824978,5253.532301171753,5
2020,3,2,4422.298538682613,2716.2306308033008,5
2020,3,3,13132.960187032908,7787.488846810268,5
2020,3,87,18956.55411763618,10426.52538345262,5
2020,3,98,2.6763619005432715,1.5287341275210238,5
2020,3,100,48.75371286950429,34.32295917631025,5
2020,4,2,53.04348839336834,11.078568162696667,5
2020,4,3,321.56152423621654,103.27801929521716,5
2020,4,87,773.9642653320329,140.56713011500648,5
2020,4,98,1672989.5158689555,176905.54579297407,5
2020,4,100,545278.8916169454,269466.0650800917,5
2020,5,2,95.43288937452783,20.129320543403566,5
2020,5,3,557.26669922084875,146.21162980084316,5
2020,5,87,944.873747041407,195.2980798897744,5
2020,5,98,400069.85383668053,212714.76372470122,5
2020,5,100,88122.22066341512,64735.19155429393,5
2020,6,2,3480657.1832901137,1172973.3524579718,5
2020,6,3,875738.9157261616,557105.0501003459,5
2020,6,87,784268.3283503833,486739.14788833406,5
2020,6,98,3480657.1832901137,1172973.3524579718,5
2020,6,100,336.14167381230357,136.67706981248728,5
2020,7,2,633.8592683800729,371.396978223455,5
2020,7,3,5233.942344838044,3118.9826650370196,5
2020,7,87,14283.314215270015,6819.424812713646,5
2020,7,98,1214970.9311335557,1031123.1231415009,5
2020,7,100,1130821.7344466764,869119.7938029086,5
2020,8,2,1416.1732950880466,395.7416470003805,5
2020,8,3,5492.472912814246,1427.8794890354504,5
2020,8,87,15611.151817314521,2798.7970095709134,5
2020,8,98,1941319.6165525005,768207.749755402,5
2020,8,100,681632.1176498631,489893.639068384,5
2020,9,2,420.20988726079884,320.8903098494766,5
2020,9,3,155.5509150676113,37.98110190942043,5
2020,9,87,4247.57351549946,2003.894870546147,5
2020,9,98,NA,NA,5
2020,9,100,270.961544648199,NA,5
2020,10,2,8340.222191826526,3721.3765164565243,5
2020,10,3,380.29682890360624,88.77973968800993,5
2020,10,87,9881.78161557609,2498.658746148733,5
2020,10,98,1179262.7995680012,741784.2325044252,5
2020,10,100,82380.22441124622,60941.04277469131,5
2020,11,2,72.60923016946036,40.47135785634538,5
2020,11,3,757.8865671816056,265.67347847115246,5
2020,11,87,2168.4115983083193,1298.1362569784915,5
2020,11,98,4492374.479048717,4017991.2394148675,5
2020,11,100,529139.0741047591,472857.9058868721,5
