state,area_desc,mpo_desc,state_id,mpo_id,geoid
WV,No Nonattainment Area Selected,No MPO identified/State sponsored project,WV,NA,NA
WV,Greenbrier,No MPO identified/State sponsored project,WV,NA,54025
WV,Weirton PM10,No MPO identified/State sponsored project,WV,NA,54029
WV,NA,Wood-Washington-Wirt Interstate Planning Commission,WV,54197503,39167
WV,NA,Wood-Washington-Wirt Interstate Planning Commission,WV,54197503,54107
WV,Parkerburg,Wood-Washington-Wirt Interstate Planning Commission,WV,54197503,39167
WV,Parkerburg,Wood-Washington-Wirt Interstate Planning Commission,WV,54197503,54107
WV,No Nonattainment Area Selected,Wood-Washington-Wirt Interstate Planning Commission,WV,54197503,39167
WV,No Nonattainment Area Selected,Wood-Washington-Wirt Interstate Planning Commission,WV,54197503,54107
WY,NA,Casper Area MPO,WY,56198102,56025
WY,NA,NA,WY,NA,NA
WY,No Nonattainment Area Selected,No MPO Identified,WY,NA,NA
WY,NA,No MPO Identified,WY,NA,NA
WY,NA,No MPO identified/State sponsored project,WY,NA,NA
WY,No Nonattainment Area Selected,No MPO identified/State sponsored project,WY,NA,NA
WY,Sheridan PM10,No MPO identified/State sponsored project,WY,NA,56033
