by,year,geoid,pollutant,sourcetype,regclass,fueltype,roadtype,emissions,vmt,sourcehours,vehicles,starts,idlehours,hoteld,hotelb,hotelo
8,2045,36109,1,62,NA,NA,NA,3.5,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,2,11,NA,NA,NA,74.4,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,2,21,NA,NA,NA,336.2,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,2,31,NA,NA,NA,353.1,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,2,32,NA,NA,NA,35.5,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,2,41,NA,NA,NA,26.2,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,2,42,NA,NA,NA,8.1,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,2,43,NA,NA,NA,2.2,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,2,51,NA,NA,NA,4.5,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,2,52,NA,NA,NA,107.7,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,2,53,NA,NA,NA,6.8,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,2,54,NA,NA,NA,19.9,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,2,61,NA,NA,NA,31.2,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,2,62,NA,NA,NA,55.5,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,3,11,NA,NA,NA,4.8,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,3,21,NA,NA,NA,1.5,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,3,31,NA,NA,NA,4.5,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,3,32,NA,NA,NA,0.7,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,3,41,NA,NA,NA,7.5,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,3,42,NA,NA,NA,2.1,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,3,43,NA,NA,NA,2.1,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,3,51,NA,NA,NA,1.1,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,3,52,NA,NA,NA,38.4,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,3,53,NA,NA,NA,2.2,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,3,54,NA,NA,NA,1.8,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,3,61,NA,NA,NA,30,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,3,62,NA,NA,NA,87,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,5,11,NA,NA,NA,0.6,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,5,21,NA,NA,NA,1,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,5,31,NA,NA,NA,1.1,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,5,32,NA,NA,NA,0.1,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,5,41,NA,NA,NA,3.9,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,5,42,NA,NA,NA,1.2,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,5,43,NA,NA,NA,0.5,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,5,51,NA,NA,NA,2.1,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,5,52,NA,NA,NA,9.7,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,5,53,NA,NA,NA,0.6,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,5,54,NA,NA,NA,0,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,5,61,NA,NA,NA,6.2,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,5,62,NA,NA,NA,0.4,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,6,11,NA,NA,NA,0,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,6,21,NA,NA,NA,0.5,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,6,31,NA,NA,NA,0.5,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,6,32,NA,NA,NA,0.1,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,6,41,NA,NA,NA,0,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,6,42,NA,NA,NA,0,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,6,43,NA,NA,NA,0,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,6,51,NA,NA,NA,0,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,6,52,NA,NA,NA,0.2,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,6,53,NA,NA,NA,0,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,6,54,NA,NA,NA,0,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,6,61,NA,NA,NA,0,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,6,62,NA,NA,NA,0.1,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,31,11,NA,NA,NA,0,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,31,21,NA,NA,NA,0.6,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,31,31,NA,NA,NA,0.8,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,31,32,NA,NA,NA,0.1,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,31,41,NA,NA,NA,0,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,31,42,NA,NA,NA,0,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,31,43,NA,NA,NA,0,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,31,51,NA,NA,NA,0,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,31,52,NA,NA,NA,0.2,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,31,53,NA,NA,NA,0,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,31,54,NA,NA,NA,0,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,31,61,NA,NA,NA,0.1,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,31,62,NA,NA,NA,0.1,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,79,11,NA,NA,NA,4.5,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,79,21,NA,NA,NA,4.3,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,79,31,NA,NA,NA,5.2,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,79,32,NA,NA,NA,0.7,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,79,41,NA,NA,NA,0.7,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,79,42,NA,NA,NA,0.2,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,79,43,NA,NA,NA,0.1,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,79,51,NA,NA,NA,0.1,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,79,52,NA,NA,NA,4.4,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,79,53,NA,NA,NA,0.3,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,79,54,NA,NA,NA,0.8,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,79,61,NA,NA,NA,1.4,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,79,62,NA,NA,NA,3.2,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,87,11,NA,NA,NA,4.6,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,87,21,NA,NA,NA,4.4,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,87,31,NA,NA,NA,5.3,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,87,32,NA,NA,NA,0.7,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,87,41,NA,NA,NA,0.7,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,87,42,NA,NA,NA,0.2,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,87,43,NA,NA,NA,0.1,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,87,51,NA,NA,NA,0.1,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,87,52,NA,NA,NA,4.5,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,87,53,NA,NA,NA,0.3,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,87,54,NA,NA,NA,0.8,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,87,61,NA,NA,NA,1.4,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,87,62,NA,NA,NA,3.3,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,90,11,NA,NA,NA,2527.6,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,90,21,NA,NA,NA,89440.5,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,90,31,NA,NA,NA,119315.7,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,90,32,NA,NA,NA,13976.7,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,90,41,NA,NA,NA,4563,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,90,42,NA,NA,NA,1462.4,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,90,43,NA,NA,NA,1870.3,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,90,51,NA,NA,NA,697.9,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,90,52,NA,NA,NA,40782,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,90,53,NA,NA,NA,2590.1,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,90,54,NA,NA,NA,2222.8,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,90,61,NA,NA,NA,16767.8,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,90,62,NA,NA,NA,43494,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,91,11,NA,NA,NA,30241.2,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,91,21,NA,NA,NA,1069524.5,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,91,31,NA,NA,NA,1424882.8,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,91,32,NA,NA,NA,166905.5,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,91,41,NA,NA,NA,54180.5,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,91,42,NA,NA,NA,17364.7,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,91,43,NA,NA,NA,21918.9,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,91,51,NA,NA,NA,8582.6,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,91,52,NA,NA,NA,480580.3,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,91,53,NA,NA,NA,30522.9,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,91,54,NA,NA,NA,26321.2,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,91,61,NA,NA,NA,197302.2,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,91,62,NA,NA,NA,507705.7,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,98,11,NA,NA,NA,2547.1,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,98,21,NA,NA,NA,89605.4,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,98,31,NA,NA,NA,119493.2,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,98,32,NA,NA,NA,13999.5,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,98,41,NA,NA,NA,4666.9,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,98,42,NA,NA,NA,1492.9,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,98,43,NA,NA,NA,1884.6,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,98,51,NA,NA,NA,751.9,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,98,52,NA,NA,NA,41071.7,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,98,53,NA,NA,NA,2607.3,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,98,54,NA,NA,NA,2225.7,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,98,61,NA,NA,NA,16936.4,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,98,62,NA,NA,NA,43524.2,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,100,11,NA,NA,NA,0.2,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,100,21,NA,NA,NA,0.5,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,100,31,NA,NA,NA,0.5,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,100,32,NA,NA,NA,0.1,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,100,41,NA,NA,NA,0,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,100,42,NA,NA,NA,0,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,100,43,NA,NA,NA,0,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,100,51,NA,NA,NA,0,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,100,52,NA,NA,NA,0.3,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,100,53,NA,NA,NA,0,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,100,54,NA,NA,NA,0,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,100,61,NA,NA,NA,0.3,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,100,62,NA,NA,NA,0.8,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,106,11,NA,NA,NA,0.1,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,106,21,NA,NA,NA,9.7,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,106,31,NA,NA,NA,9.6,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,106,32,NA,NA,NA,1.2,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,106,41,NA,NA,NA,0.5,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,106,42,NA,NA,NA,0.1,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,106,43,NA,NA,NA,0.1,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,106,51,NA,NA,NA,0.1,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,106,52,NA,NA,NA,3.9,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,106,53,NA,NA,NA,0.2,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,106,54,NA,NA,NA,0.2,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,106,61,NA,NA,NA,1.1,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,106,62,NA,NA,NA,3.2,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,107,11,NA,NA,NA,0,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,107,21,NA,NA,NA,3.7,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,107,31,NA,NA,NA,3.6,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,107,32,NA,NA,NA,0.4,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,107,41,NA,NA,NA,0.1,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,107,42,NA,NA,NA,0,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,107,43,NA,NA,NA,0,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,107,51,NA,NA,NA,0,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,107,52,NA,NA,NA,0.8,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,107,53,NA,NA,NA,0.1,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,107,54,NA,NA,NA,0,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,107,61,NA,NA,NA,0.3,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,107,62,NA,NA,NA,1,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,110,11,NA,NA,NA,0.1,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,110,21,NA,NA,NA,0.5,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,110,31,NA,NA,NA,0.5,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,110,32,NA,NA,NA,0.1,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,110,41,NA,NA,NA,0,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,110,42,NA,NA,NA,0,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,110,43,NA,NA,NA,0,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,110,51,NA,NA,NA,0,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,110,52,NA,NA,NA,0.3,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,110,53,NA,NA,NA,0,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,110,54,NA,NA,NA,0,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,110,61,NA,NA,NA,0.3,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,110,62,NA,NA,NA,0.7,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,112,11,NA,NA,NA,0,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,112,21,NA,NA,NA,0.3,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,112,31,NA,NA,NA,0.3,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,112,32,NA,NA,NA,0,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,112,41,NA,NA,NA,0,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,112,42,NA,NA,NA,0,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,112,43,NA,NA,NA,0,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,112,51,NA,NA,NA,0,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,112,52,NA,NA,NA,0,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,112,53,NA,NA,NA,0,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,112,54,NA,NA,NA,0,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,112,61,NA,NA,NA,0.2,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,112,62,NA,NA,NA,0.5,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,115,11,NA,NA,NA,0,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,115,21,NA,NA,NA,0,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,115,31,NA,NA,NA,0,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,115,32,NA,NA,NA,0,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,115,41,NA,NA,NA,0,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,115,42,NA,NA,NA,0,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,115,43,NA,NA,NA,0,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,115,51,NA,NA,NA,0,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,115,52,NA,NA,NA,0.1,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,115,53,NA,NA,NA,0,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,115,54,NA,NA,NA,0,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,115,61,NA,NA,NA,0.1,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,115,62,NA,NA,NA,0.1,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,116,11,NA,NA,NA,0,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,116,21,NA,NA,NA,1.2,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,116,31,NA,NA,NA,1.2,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,116,32,NA,NA,NA,0.1,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,116,41,NA,NA,NA,0.1,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,116,42,NA,NA,NA,0,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,116,43,NA,NA,NA,0,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,116,51,NA,NA,NA,0,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,116,52,NA,NA,NA,0.5,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,116,53,NA,NA,NA,0,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,116,54,NA,NA,NA,0,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,116,61,NA,NA,NA,0.1,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,116,62,NA,NA,NA,0.4,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,117,11,NA,NA,NA,0,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,117,21,NA,NA,NA,0.5,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,117,31,NA,NA,NA,0.5,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,117,32,NA,NA,NA,0.1,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,117,41,NA,NA,NA,0,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,117,42,NA,NA,NA,0,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,117,43,NA,NA,NA,0,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,117,51,NA,NA,NA,0,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
8,2045,36109,117,52,NA,NA,NA,0.1,47055380.1,1259142.4,3211.5,14489331,NA,NA,NA,NA
8,2045,36109,117,53,NA,NA,NA,0,3176186.9,78329,143.1,58104.1,NA,NA,NA,NA
8,2045,36109,117,54,NA,NA,NA,0,1855085.4,49785.9,321.9,46720.5,NA,NA,NA,NA
8,2045,36109,117,61,NA,NA,NA,0.1,12021120.6,278173.1,266.4,374833.2,NA,NA,NA,NA
8,2045,36109,117,62,NA,NA,NA,0.2,32133400.3,732098.5,325.2,63930.3,8495.5,7297.8,2700.5,4623.4
8,2045,36109,118,11,NA,NA,NA,0.1,5969782,164592.3,2810.2,153824,NA,NA,NA,NA
8,2045,36109,118,21,NA,NA,NA,0.2,377486552.9,10793242.9,31852.6,37663852.5,NA,NA,NA,NA
8,2045,36109,118,31,NA,NA,NA,0.2,371925534.8,10020579.4,29836.9,34108878.5,NA,NA,NA,NA
8,2045,36109,118,32,NA,NA,NA,0,40416204.7,1163216.3,3238.3,4238210.3,NA,NA,NA,NA
8,2045,36109,118,41,NA,NA,NA,0,3261314.4,91531.3,104.2,172776,NA,NA,NA,NA
8,2045,36109,118,42,NA,NA,NA,0,1015508.9,28450.6,32.8,62853.1,NA,NA,NA,NA
8,2045,36109,118,43,NA,NA,NA,0,1707929.4,46542.5,158.1,136367.4,NA,NA,NA,NA
8,2045,36109,118,51,NA,NA,NA,0,498022.7,13390.1,22.4,8821,NA,NA,NA,NA
