by,year,geoid,pollutant,sourcetype,regclass,fueltype,roadtype,emissions,vmt,sourcehours,vehicles,starts,idlehours,hoteld,hotelb,hotelo
8,1990,36109,1,11,NA,NA,NA,13.6,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,1,21,NA,NA,NA,491.7,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,1,31,NA,NA,NA,247.6,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,1,32,NA,NA,NA,26,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,1,41,NA,NA,NA,1.1,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,1,42,NA,NA,NA,0.4,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,1,43,NA,NA,NA,2.7,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,1,51,NA,NA,NA,0.5,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,1,52,NA,NA,NA,37.2,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,1,53,NA,NA,NA,2.1,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,1,54,NA,NA,NA,4.7,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,1,61,NA,NA,NA,10.7,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,1,62,NA,NA,NA,8.9,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,2,11,NA,NA,NA,162.6,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,2,21,NA,NA,NA,9487.3,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,2,31,NA,NA,NA,5387.5,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,2,32,NA,NA,NA,493.8,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,2,41,NA,NA,NA,6.9,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,2,42,NA,NA,NA,2.3,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,2,43,NA,NA,NA,58.3,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,2,51,NA,NA,NA,5.7,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,2,52,NA,NA,NA,657,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,2,53,NA,NA,NA,34.1,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,2,54,NA,NA,NA,73.7,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,2,61,NA,NA,NA,103.7,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,2,62,NA,NA,NA,54.9,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,3,11,NA,NA,NA,3.6,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,3,21,NA,NA,NA,773.5,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,3,31,NA,NA,NA,387.8,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,3,32,NA,NA,NA,45.6,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,3,41,NA,NA,NA,47.7,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,3,42,NA,NA,NA,13.8,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,3,43,NA,NA,NA,15.5,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,3,51,NA,NA,NA,15.7,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,3,52,NA,NA,NA,229.9,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,3,53,NA,NA,NA,18.8,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,3,54,NA,NA,NA,14.4,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,3,61,NA,NA,NA,416.7,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,3,62,NA,NA,NA,516.2,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,5,11,NA,NA,NA,1.9,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,5,21,NA,NA,NA,57.8,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,5,31,NA,NA,NA,29.6,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,5,32,NA,NA,NA,3.1,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,5,41,NA,NA,NA,0,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,5,42,NA,NA,NA,0,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,5,43,NA,NA,NA,0.3,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,5,51,NA,NA,NA,0,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,5,52,NA,NA,NA,3.8,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,5,53,NA,NA,NA,0.2,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,5,54,NA,NA,NA,0.5,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,5,61,NA,NA,NA,0.2,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,5,62,NA,NA,NA,0,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,6,11,NA,NA,NA,0,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,6,21,NA,NA,NA,6.3,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,6,31,NA,NA,NA,2.3,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,6,32,NA,NA,NA,0.3,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,6,41,NA,NA,NA,0,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,6,42,NA,NA,NA,0,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,6,43,NA,NA,NA,0,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,6,51,NA,NA,NA,0,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,6,52,NA,NA,NA,0.1,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,6,53,NA,NA,NA,0,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,6,54,NA,NA,NA,0,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,6,61,NA,NA,NA,0,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,6,62,NA,NA,NA,0,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,31,11,NA,NA,NA,0.3,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,31,21,NA,NA,NA,43.9,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,31,31,NA,NA,NA,20.6,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,31,32,NA,NA,NA,2.3,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,31,41,NA,NA,NA,1.3,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,31,42,NA,NA,NA,0.3,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,31,43,NA,NA,NA,0.4,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,31,51,NA,NA,NA,0.4,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,31,52,NA,NA,NA,6.8,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,31,53,NA,NA,NA,0.6,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,31,54,NA,NA,NA,0.6,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,31,61,NA,NA,NA,11.1,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,31,62,NA,NA,NA,14,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,79,11,NA,NA,NA,11.7,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,79,21,NA,NA,NA,432.5,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,79,31,NA,NA,NA,217.5,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,79,32,NA,NA,NA,22.9,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,79,41,NA,NA,NA,1.1,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,79,42,NA,NA,NA,0.4,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,79,43,NA,NA,NA,2.4,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,79,51,NA,NA,NA,0.5,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,79,52,NA,NA,NA,33.3,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,79,53,NA,NA,NA,1.9,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,79,54,NA,NA,NA,4.2,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,79,61,NA,NA,NA,10.5,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,79,62,NA,NA,NA,8.9,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,87,11,NA,NA,NA,11.7,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,87,21,NA,NA,NA,432.6,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,87,31,NA,NA,NA,217.6,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,87,32,NA,NA,NA,22.9,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,87,41,NA,NA,NA,1.3,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,87,42,NA,NA,NA,0.4,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,87,43,NA,NA,NA,2.4,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,87,51,NA,NA,NA,0.5,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,87,52,NA,NA,NA,34,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,87,53,NA,NA,NA,2,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,87,54,NA,NA,NA,4.2,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,87,61,NA,NA,NA,11.7,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,87,62,NA,NA,NA,10.1,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,90,11,NA,NA,NA,967.6,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,90,21,NA,NA,NA,152503.9,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,90,31,NA,NA,NA,70637.4,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,90,32,NA,NA,NA,7690.2,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,90,41,NA,NA,NA,2169,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,90,42,NA,NA,NA,571.3,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,90,43,NA,NA,NA,1069.2,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,90,51,NA,NA,NA,745.9,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,90,52,NA,NA,NA,16041.3,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,90,53,NA,NA,NA,1230.6,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,90,54,NA,NA,NA,1928.2,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,90,61,NA,NA,NA,19103,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,90,62,NA,NA,NA,23844.8,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,91,11,NA,NA,NA,11577.1,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,91,21,NA,NA,NA,1823678.6,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,91,31,NA,NA,NA,844383.7,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,91,32,NA,NA,NA,91849.9,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,91,41,NA,NA,NA,25192.6,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,91,42,NA,NA,NA,6635.1,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,91,43,NA,NA,NA,12623,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,91,51,NA,NA,NA,8678.8,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,91,52,NA,NA,NA,189306.2,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,91,53,NA,NA,NA,14464.5,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,91,54,NA,NA,NA,23054.7,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,91,61,NA,NA,NA,222020.5,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,91,62,NA,NA,NA,276947.2,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,98,11,NA,NA,NA,1016.8,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,98,21,NA,NA,NA,155834.4,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,98,31,NA,NA,NA,72073.9,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,98,32,NA,NA,NA,7842.6,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,98,41,NA,NA,NA,2169.9,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,98,42,NA,NA,NA,571.5,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,98,43,NA,NA,NA,1078.9,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,98,51,NA,NA,NA,746.7,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,98,52,NA,NA,NA,16180.3,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,98,53,NA,NA,NA,1238.2,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,98,54,NA,NA,NA,1948.3,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,98,61,NA,NA,NA,19115.2,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,98,62,NA,NA,NA,23852,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,100,11,NA,NA,NA,0.1,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,100,21,NA,NA,NA,8.8,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,100,31,NA,NA,NA,4.5,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,100,32,NA,NA,NA,0.8,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,100,41,NA,NA,NA,3.7,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,100,42,NA,NA,NA,0.8,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,100,43,NA,NA,NA,0.5,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,100,51,NA,NA,NA,1.1,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,100,52,NA,NA,NA,13.1,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,100,53,NA,NA,NA,1.1,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,100,54,NA,NA,NA,0.3,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,100,61,NA,NA,NA,26.5,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,100,62,NA,NA,NA,29.6,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,106,11,NA,NA,NA,0,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,106,21,NA,NA,NA,8.4,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,106,31,NA,NA,NA,2.5,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,106,32,NA,NA,NA,0.3,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,106,41,NA,NA,NA,0.2,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,106,42,NA,NA,NA,0,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,106,43,NA,NA,NA,0.1,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,106,51,NA,NA,NA,0.1,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,106,52,NA,NA,NA,1.4,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,106,53,NA,NA,NA,0.1,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,106,54,NA,NA,NA,0.1,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,106,61,NA,NA,NA,0.9,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,106,62,NA,NA,NA,1.1,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,107,11,NA,NA,NA,0,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,107,21,NA,NA,NA,3.2,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,107,31,NA,NA,NA,0.9,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,107,32,NA,NA,NA,0.1,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,107,41,NA,NA,NA,0,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,107,42,NA,NA,NA,0,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,107,43,NA,NA,NA,0,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,107,51,NA,NA,NA,0,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,107,52,NA,NA,NA,0.3,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,107,53,NA,NA,NA,0,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,107,54,NA,NA,NA,0,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,107,61,NA,NA,NA,0.3,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,107,62,NA,NA,NA,0.4,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,110,11,NA,NA,NA,0.1,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,110,21,NA,NA,NA,7.8,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,110,31,NA,NA,NA,4.1,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,110,32,NA,NA,NA,0.7,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,110,41,NA,NA,NA,3.4,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,110,42,NA,NA,NA,0.8,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,110,43,NA,NA,NA,0.5,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,110,51,NA,NA,NA,1,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,110,52,NA,NA,NA,12,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,110,53,NA,NA,NA,1,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,110,54,NA,NA,NA,0.2,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,110,61,NA,NA,NA,24.3,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,110,62,NA,NA,NA,27.2,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,112,11,NA,NA,NA,0,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,112,21,NA,NA,NA,1,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,112,31,NA,NA,NA,1,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,112,32,NA,NA,NA,0.3,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,112,41,NA,NA,NA,2.1,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,112,42,NA,NA,NA,0.5,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,112,43,NA,NA,NA,0.3,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,112,51,NA,NA,NA,0.6,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,112,52,NA,NA,NA,6.6,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,112,53,NA,NA,NA,0.6,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,112,54,NA,NA,NA,0.1,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,112,61,NA,NA,NA,15.1,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,112,62,NA,NA,NA,16.9,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,115,11,NA,NA,NA,0,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,115,21,NA,NA,NA,1.1,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,115,31,NA,NA,NA,0.5,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,115,32,NA,NA,NA,0.1,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,115,41,NA,NA,NA,0.2,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,115,42,NA,NA,NA,0.1,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,115,43,NA,NA,NA,0,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,115,51,NA,NA,NA,0.1,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,115,52,NA,NA,NA,1,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,115,53,NA,NA,NA,0.1,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,115,54,NA,NA,NA,0,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,115,61,NA,NA,NA,1.8,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,115,62,NA,NA,NA,2,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,116,11,NA,NA,NA,0,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,116,21,NA,NA,NA,1.1,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,116,31,NA,NA,NA,0.3,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,116,32,NA,NA,NA,0,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,116,41,NA,NA,NA,0,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,116,42,NA,NA,NA,0,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,116,43,NA,NA,NA,0,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,116,51,NA,NA,NA,0,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,116,52,NA,NA,NA,0.2,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,116,53,NA,NA,NA,0,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,116,54,NA,NA,NA,0,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,116,61,NA,NA,NA,0.1,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,116,62,NA,NA,NA,0.1,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,117,11,NA,NA,NA,0,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
8,1990,36109,117,21,NA,NA,NA,0.5,328009337,9378552.5,31484.4,37228440,NA,NA,NA,NA
8,1990,36109,117,31,NA,NA,NA,0.1,95995749.5,2586359.2,8280.1,9465605.8,NA,NA,NA,NA
8,1990,36109,117,32,NA,NA,NA,0,10546113.2,303527.3,898.7,1176150.2,NA,NA,NA,NA
8,1990,36109,117,41,NA,NA,NA,0,1195316.5,33547.5,39,64658.7,NA,NA,NA,NA
8,1990,36109,117,42,NA,NA,NA,0,323518.5,9063.7,10.6,20225.4,NA,NA,NA,NA
8,1990,36109,117,43,NA,NA,NA,0,855015.7,23299.9,77.1,66467.6,NA,NA,NA,NA
8,1990,36109,117,51,NA,NA,NA,0,423033.1,11373.9,13.4,5265.3,NA,NA,NA,NA
8,1990,36109,117,52,NA,NA,NA,0,13920708.9,372500.7,785.1,3542288.5,NA,NA,NA,NA
8,1990,36109,117,53,NA,NA,NA,0,1180026.6,29101,35,14205,NA,NA,NA,NA
8,1990,36109,117,54,NA,NA,NA,0,1349847.7,36226.5,191.3,27760.2,NA,NA,NA,NA
8,1990,36109,117,61,NA,NA,NA,0,9944677.9,230123.7,241.7,340106.6,NA,NA,NA,NA
8,1990,36109,117,62,NA,NA,NA,0.1,11800284.8,268846.9,106.4,20914.3,6791.4,0,0,1697.9
8,1990,36109,118,11,NA,NA,NA,0.1,2814991,77612.1,902.9,49420.6,NA,NA,NA,NA
